Time (us),Volts (mV),Amps (mA),Frequency (Hz)
1054977,-5.24,-24.07,
1056006,-4.04,-44.13,
1057035,-8.05,-48.14,
1058067,-13.66,-40.12,
1059097,-15.27,-80.24,
1060128,-28.91,-76.22,
1061158,-28.11,-96.28,
1062186,-40.54,-120.35,
1063216,-37.74,-124.37,
1064248,-41.35,-124.37,
1065279,-52.98,-140.41,
1066308,-51.38,-156.46,
1067337,-50.57,-164.48,
1068367,-48.17,-148.44,
1069396,-52.58,-188.55,
1070427,-70.63,-196.58,
1071458,-67.02,-176.52,
1072488,-71.43,-204.6,
1073520,-79.46,-228.67,
1074549,-89.09,-220.65,
1075578,-84.27,-228.67,
1076610,-79.46,-252.74,
1077638,-82.27,-228.67,
1078668,-81.06,-244.72,
1079697,-92.3,-244.72,
1080729,-85.88,-236.69,
1081758,-91.89,-248.73,
1082787,-87.48,-256.75,
1083815,-93.5,-248.73,
1084845,-102.33,-256.76,
1085876,-91.09,-244.72,
1086906,-87.48,-268.79,
1087937,-79.46,-236.7,
1088968,-77.45,-220.65,
1089999,-84.67,-244.72,
1091031,-77.85,-216.64,
1092062,-77.05,-188.55,
1093092,-71.43,-220.65,
1094123,-81.86,-204.6,
1095155,-79.86,-188.55,
1096186,-67.02,-192.57,
1097215,-71.84,-168.49,
1098243,-56.99,-164.48,
1099273,-48.57,-136.4,
1100301,-45.76,-148.44,
1101330,-37.74,-136.4,
1102361,-42.95,-112.33,
1103391,-32.12,-92.27,
1104420,-43.75,-92.27,
1105451,-36.13,-76.22,
1106483,-25.7,-64.19,
1107513,-20.89,-60.18,
1108542,-10.05,-32.09,
1109571,-18.08,-32.09,
1110602,-8.45,-24.07,
1111633,-4.04,-12.04,
1112662,4.39,4.01,
1113693,12.01,28.08,
1114724,-1.63,48.14,
1115754,10.41,48.14,
1116784,22.04,56.16,
1117813,21.64,76.22,
1118845,33.67,72.21,
1119875,27.66,88.26,
1120904,44.51,96.28,
1121934,49.32,100.29,
1122963,52.93,128.38,
1123995,52.93,136.4,
1125025,46.51,144.42,
1126055,53.73,152.45,
1127085,57.74,144.42,
1128116,64.97,168.49,
1129146,68.58,184.54,
1130176,76.6,192.57,
1131207,85.03,196.58,
1132238,82.22,216.64,
1133269,87.43,208.61,
1134297,94.25,196.58,
1135327,85.43,240.71,
1136356,85.43,228.67,
1137385,91.04,252.74,
1138414,97.06,240.71,
1139445,94.25,260.77,
1140474,93.05,252.74,
1141504,102.28,248.73,
1142535,101.47,256.75,
1143566,102.68,252.74,
1144596,87.83,248.73,
1145624,96.26,248.73,
1146654,99.07,240.71,
1147685,89.84,252.74,
1148715,95.86,240.71,
1149746,91.44,244.72,
1150777,94.65,240.71,
1151808,99.07,252.74,
1152837,96.66,228.67,
1153868,96.26,236.69,
1154898,75,216.64,
1155929,83.02,228.67,
1156960,79.01,196.58,
1157990,71.39,196.58,
1159021,76.2,188.55,
1160050,67.37,184.54,
1161081,76.6,168.49,
1162110,67.37,164.48,
1163142,70.98,152.45,
1164173,69.78,124.37,
1165203,54.94,152.45,
1166233,54.13,124.37,
1167263,34.88,120.35,
1168292,45.71,112.33,
1169320,39.69,92.27,
1170349,28.86,88.26,
1171377,36.48,64.19,
1172408,30.87,64.19,
1173439,32.47,44.13,
1174470,16.02,28.08,
1175500,10,4.01,
1176529,1.18,0,
1177561,-4.44,-24.07,
1178592,-5.64,-24.07,
1179622,-21.69,-36.11,
1180652,-18.88,-56.16,
1181682,-16.07,-80.24,
1182713,-12.06,-68.2,
1183744,-15.67,-80.24,
1184773,-32.52,-96.28,
1185803,-32.92,-104.31,
1186833,-36.93,-108.32,
1187864,-44.15,-136.4,
1188894,-43.35,-144.42,
1189925,-55.79,-144.42,
1190955,-55.39,-176.52,
1191985,-59.8,-184.54,
1193015,-60.2,-168.5,
1194046,-55.79,-192.57,
1195076,-69.43,-200.59,
1196108,-66.22,-200.59,
1197139,-74.24,-216.64,
1198168,-79.86,-216.64,
1199199,-79.46,-212.62,
1200229,-89.49,-232.68,
1201261,-83.87,-244.72,
1202290,-82.67,-244.72,
1203320,-77.85,-244.72,
1204351,-83.87,-244.72,
1205380,-90.29,-260.77,
1206409,-88.28,-232.68,
1207439,-92.7,-228.67,
1208468,-86.68,-264.78,
1209498,-104.33,-240.71,
1210530,-98.71,-228.67,
1211561,-91.49,-236.69,
1212591,-86.68,-236.7,
1213622,-77.05,-224.66,
1214652,-81.86,-228.67,
1215680,-75.45,-212.62,
1216711,-68.23,-200.59,
1217741,-72.64,-200.59,
1218772,-65.82,-192.57,
1219804,-73.04,-172.51,
1220835,-65.82,-160.47,
1221865,-60.2,-148.44,
1222895,-53.38,-140.41,
1223926,-38.14,-116.34,
1224955,-45.76,-116.34,
1225985,-38.14,-112.33,
1227016,-40.14,-80.24,
1228046,-28.91,-96.28,
1229076,-25.7,-68.2,
1230108,-34.12,-52.16,
1231138,-22.49,-72.21,
1232167,-21.29,-56.17,
1233198,-8.85,-48.14,
1234228,-8.85,-32.09,
1235259,-11.26,-8.02,
Time (us),Volts (mV),Amps (mA),Frequency (Hz)
0,-8.05,8.02,90
912,4.78,8.02,
1824,14.81,20.06,
2737,18.02,56.16,
3651,32.46,64.19,
4564,23.24,48.14,
5478,31.26,76.23,
6390,38.88,80.23,
7303,38.88,96.28,
8216,48.11,100.3,
9130,44.1,112.33,
10043,38.48,140.41,
10954,53.33,136.4,
11866,64.16,132.39,
12780,65.36,168.49,
13693,70.58,156.46,
14607,59.34,180.53,
15520,70.98,176.52,
16434,72.58,188.55,
17347,70.58,196.58,
18262,79,200.59,
19175,78.6,208.61,
20087,81.41,216.64,
21000,88.63,228.67,
21912,91.44,212.62,
22825,92.24,220.65,
23739,97.46,232.68,
24653,89.83,236.7,
25567,97.05,236.69,
26480,98.66,232.69,
27393,96.65,256.76,
28308,96.65,252.74,
29221,94.65,244.72,
30134,92.24,236.69,
31047,90.64,232.68,
31959,85.42,248.73,
32872,92.64,236.69,
33785,99.46,232.68,
34698,87.83,224.66,
35612,93.85,216.64,
36526,94.25,200.59,
37439,87.03,204.6,
38354,92.24,204.6,
39267,86.22,184.54,
40179,68.97,196.58,
41092,77,172.51,
42005,67.37,172.51,
42919,69.77,172.51,
43831,67.77,160.47,
44745,58.54,148.44,
45658,63.36,120.35,
46571,59.74,120.35,
47483,52.93,120.35,
48396,51.72,112.33,
49310,42.9,88.26,
50222,26.05,76.23,
51135,26.45,68.2,
52049,26.85,72.21,
52962,25.64,52.15,
53875,36.48,40.12,
54788,22.03,36.11,
55701,18.02,28.08,
56616,12.81,-16.05,
57528,1.17,-16.05,
58441,4.78,-32.09,
59354,-8.86,-24.07,
60266,-11.26,-44.13,
61176,-18.89,-68.2,
62089,-23.7,-80.23,
63002,-24.9,-80.24,
63914,-25.3,-92.27,
64828,-36.14,-96.28,
65743,-36.14,-116.34,
66657,-31.32,-132.39,
67570,-37.74,-148.44,
68483,-40.15,-152.45,
69398,-55.39,-152.45,
70312,-56.6,-156.46,
71225,-65.02,-192.57,
72138,-69.03,-204.6,
73052,-67.83,-208.61,
73963,-68.23,-216.64,
74877,-80.27,-204.6,
75789,-74.25,-228.67,
76702,-75.05,-224.66,
77616,-77.46,-236.69,
78529,-76.66,-240.71,
79443,-91.1,-252.74,
80357,-87.49,-256.75,
81269,-89.49,-228.67,
82182,-92.3,-252.74,
83095,-87.89,-248.73,
84008,-93.1,-276.81,
84919,-94.31,-260.76,
85833,-94.71,-240.71,
86747,-76.25,-244.72,
87659,-78.26,-236.69,
88572,-75.05,-228.67,
89486,-87.09,-236.7,
90400,-76.66,-240.71,
91314,-71.84,-212.62,
92229,-87.49,-208.61,
93142,-71.84,-196.58,
94055,-65.02,-200.59,
94966,-69.43,-200.59,
95880,-63.82,-176.52,
96793,-58.2,-160.47,
97706,-42.15,-156.46,
98619,-38.94,-136.4,
99532,-50.18,-132.39,
100445,-41.75,-120.35,
101361,-34.13,-108.32,
102274,-38.54,-104.31,
103185,-30.52,-72.21,
104100,-17.68,-64.19,
105013,-29.72,-48.14,
105925,-17.68,-52.15,
106837,-18.08,-40.12,
107750,-10.06,-12.04,
108663,0.77,-12.04,
109576,-1.64,-20.06,
110488,8.8,20.06,
111402,16.82,40.12,
112315,14.01,44.13,
113228,19.63,44.13,
114141,25.24,56.16,
115054,23.64,80.24,
115968,35.27,80.23,
116880,33.67,88.26,
117793,44.9,108.32,
118706,48.11,120.35,
119618,43.3,120.35,
120531,56.54,128.38,
121445,64.96,144.43,
122360,65.76,156.46,
123273,59.34,164.48,
124185,64.96,180.53,
125099,70.18,168.5,
126012,74.59,180.53,
126923,73.79,196.58,
127837,84.22,220.65,
128750,87.83,216.64,
129663,83.41,216.64,
130576,91.44,220.65,
131489,96.25,220.65,
132402,94.25,232.68,
133314,89.83,232.69,
134227,87.43,244.72,
135141,89.03,248.73,
136054,93.04,244.72,
136966,91.04,244.72,
137880,95.85,248.73,
138794,105.08,228.67,
139706,91.84,240.71,
140619,96.25,244.72,
141533,101.87,224.66,
142446,96.65,228.67,
143359,93.04,232.68,
144272,76.19,224.66,
145184,82.21,216.64,
146097,81.81,228.67,
147010,77.4,208.61,
147923,86.22,192.57,
148837,85.42,204.6,
149749,78.6,184.54,
150662,78.6,172.51,
151575,79.8,168.49,
152488,73.79,172.51,
153402,68.57,144.43,
154315,47.71,136.4,
155227,51.32,148.44,
156141,52.12,120.35,
157054,48.51,112.33,
157966,47.71,104.31,
158880,45.7,100.29,
159793,37.28,80.23,
160705,41.69,72.21,
161617,41.29,56.16,
162530,35.27,44.13,
163442,33.27,56.17,
164354,17.22,32.09,
165267,6.39,20.06,
166178,7.99,-8.02,
167091,-2.04,0,
168006,-4.44,-32.09,
168918,-0.43,-40.12,
169830,-13.27,-52.15,
170744,-13.27,-60.18,
171657,-14.87,-72.21,
172570,-24.1,-72.21,
173484,-22.5,-100.3,
174397,-39.75,-116.34,
175309,-38.14,-124.37,
176221,-39.75,-136.4,
177134,-42.96,-140.41,
178048,-42.15,-140.41,
178960,-43.36,-160.47,
179874,-55.39,-180.53,
180787,-55.79,-184.54,
181700,-60.21,-188.55,
182613,-65.82,-192.57,
183526,-64.22,-208.61,
184440,-80.67,-204.6,
185353,-76.66,-232.68,
186267,-83.48,-228.67,
187179,-84.28,-236.69,
188091,-81.47,-236.7,
189005,-83.88,-244.72,
189917,-90.3,-240.71,
190829,-84.28,-264.78,
191743,-81.07,-280.83,
192657,-80.67,-244.72,
193570,-77.86,-244.72,
194484,-91.9,-240.71,
195398,-86.28,-240.71,
196311,-98.32,-232.68,
197225,-85.48,-248.73,
198137,-80.67,-248.73,
199050,-80.67,-236.69,
199962,-80.27,-212.62,
200875,-72.64,-208.61,
201790,-73.45,-216.64,
202704,-67.03,-208.61,
203617,-59.81,-208.61,
204529,-70.64,-188.55,
205443,-59.81,-172.51,
206356,-66.63,-148.44,
207269,-56.2,-152.45,
208181,-48.97,-132.39,
209095,-44.56,-132.39,
210009,-48.17,-128.38,
210921,-33.33,-96.28,
211834,-40.15,-72.21,
212747,-23.3,-80.24,
213660,-16.48,-76.22,
214573,-23.7,-64.19,
215486,-16.88,-48.14,
216401,-10.46,-36.11,
217315,-16.48,-32.09,
218228,-3.24,-20.06,
219140,-0.83,4.01,
220054,5.18,24.07,
220966,13.61,16.05,
221879,14.81,48.14,
222791,30.86,48.14,
223705,37.28,64.19,
224617,28.45,60.18,
225531,36.08,76.22,
226444,42.9,96.28,
227358,39.28,96.28,
228271,54.93,108.32,
229183,46.51,112.33,
230096,52.52,128.38,
231009,57.34,164.48,
231921,63.36,128.38,
232834,70.58,164.48,
233747,75.39,168.5,
234662,67.77,188.55,
235575,73.39,192.57,
236488,81.41,192.57,
237402,80.21,196.58,
238316,88.23,184.54,
239227,73.79,220.65,
240141,84.22,220.65,
241054,81.41,240.71,
241967,87.43,240.71,
242880,94.25,240.71,
243794,103.87,248.73,
244707,94.65,244.72,
245621,98.66,236.7,
246534,98.26,236.7,
247448,97.86,240.71,
248362,88.63,244.72,
249275,86.62,244.72,
250186,92.64,224.66,
251099,96.65,224.66,
252013,91.04,232.68,
252925,102.67,232.68,
253839,101.07,228.67,
254753,89.83,216.64,
255667,91.44,208.61,
256581,92.24,220.65,
257494,87.83,200.59,
258408,81.01,196.58,
259322,62.55,176.52,
260236,71.38,188.55,
261149,73.79,172.51,
262063,73.79,136.4,
262975,74.99,168.5,
263887,67.37,144.42,
264801,57.34,140.41,
265715,57.34,108.32,
266628,47.31,112.33,
267542,48.91,92.27,
268455,46.91,92.27,
269368,27.25,88.26,
270282,30.46,80.23,
271193,29.26,64.19,
272108,28.45,52.15,
273020,30.46,60.18,
273931,32.06,36.11,
274843,14.01,12.03,
275757,10.8,16.05,
276670,4.78,-16.04,
277584,1.57,-32.09,
278497,-2.04,-40.12,
279409,-30.92,-36.11,
280321,-18.89,-72.21,
281233,-18.08,-80.23,
282147,-22.9,-88.26,
283060,-28.11,-96.28,
283972,-26.11,-104.31,
284885,-40.15,-108.32,
285799,-35.74,-120.35,
286711,-45.76,-128.38,
287624,-46.17,-140.41,
288538,-45.36,-172.51,
289450,-61.01,-172.5,
290362,-64.22,-164.48,
291275,-63.42,-184.54,
292188,-67.83,-204.6,
293101,-60.61,-220.65,
294013,-67.03,-204.6,
294926,-76.25,-212.62,
295839,-76.66,-240.71,
296752,-86.69,-228.67,
297665,-79.86,-244.72,
298579,-79.06,-252.74,
299492,-95.11,-260.77,
300407,-91.9,-252.74,
301320,-88.69,-244.72,
302234,-91.5,-232.68,
303149,-89.09,-248.73,
304061,-88.29,-256.76,
304973,-90.3,-240.71,
305889,-80.67,-260.77,
306803,-82.67,-248.73,
307717,-78.66,-232.68,
308629,-75.05,-228.67,
309542,-82.27,-224.66,
310455,-79.86,-236.7,
311368,-77.46,-220.65,
312283,-74.25,-200.59,
313195,-74.25,-184.54,
314108,-72.24,-168.5,
315020,-57.4,-180.53,
315934,-53.39,-168.5,
316848,-47.77,-156.46,
317761,-42.96,-136.4,
318673,-38.14,-128.38,
319585,-46.17,-120.35,
320498,-36.54,-96.28,
321411,-36.14,-84.25,
322324,-32.12,-96.28,
323238,-28.92,-72.21,
324151,-28.92,-36.11,
325066,-20.09,-44.13,
325978,-6.45,-52.15,
326891,-8.05,-32.09,
327804,1.17,-20.06,
328717,10,0,
329629,6.39,0,
330543,14.41,20.06,
331455,12.41,40.12,
332370,18.42,56.16,
333284,23.24,44.13,
334197,20.03,88.26,
335110,32.06,92.27,
336023,38.48,112.33,
336934,40.49,80.23,
337848,55.73,112.33,
338762,58.54,148.44,
339675,50.92,132.39,
340588,57.74,136.4,
341501,64.56,140.41,
342414,60.95,164.48,
343327,62.15,172.51,
344241,57.74,180.53,
345155,71.78,184.54,
346069,81.01,188.55,
346981,87.43,196.58,
347895,92.64,200.59,
348809,92.64,216.64,
349722,85.42,228.67,
350636,93.85,208.61,
351549,93.44,212.62,
352462,81.81,212.62,
353375,91.84,232.68,
354287,83.82,228.67,
355201,95.45,236.69,
356114,98.26,244.72,
357027,97.05,240.71,
357939,101.87,240.71,
358852,100.67,232.68,
359766,92.64,232.68,
360680,95.05,240.71,
361593,91.44,236.7,
362506,91.44,232.68,
363420,95.85,236.69,
364333,80.21,196.58,
365246,88.63,212.62,
366159,87.83,200.59,
367072,89.43,212.62,
367986,87.03,172.51,
368899,85.42,184.54,
369811,73.39,172.51,
370725,73.39,184.54,
371638,69.37,168.49,
372552,65.36,156.46,
373464,58.94,160.47,
374377,53.33,128.38,
375291,57.34,120.35,
376203,54.13,124.37,
377116,45.7,116.34,
378030,49.31,84.25,
378941,38.48,92.27,
379853,35.67,80.23,
380766,38.48,56.17,
381678,33.67,44.13,
382592,32.87,40.12,
383504,19.63,32.09,
384420,5.59,8.02,
385334,2.38,0,
386247,4.38,-24.07,
387160,0.37,-28.08,
388073,3.98,-28.08,
388985,-6.45,-40.12,
389899,-13.27,-72.21,
390811,-16.08,-68.2,
391725,-28.92,-64.19,
392640,-24.5,-92.27,
393553,-27.71,-88.26,
394467,-50.18,-120.35,
395379,-46.97,-120.35,
396292,-38.94,-148.44,
397204,-50.98,-172.51,
398116,-46.57,-148.44,
399030,-59.41,-160.47,
399941,-59,-188.55,
400853,-59.81,-200.59,
401767,-69.03,-204.6,
402682,-67.83,-204.6,
403596,-66.23,-200.59,
404509,-91.9,-232.68,
405422,-85.08,-228.67,
406337,-81.07,-236.69,
407249,-85.48,-248.73,
408163,-78.66,-236.69,
409076,-91.5,-244.72,
409987,-83.07,-240.71,
410900,-83.88,-248.73,
411815,-85.88,-260.77,
412729,-77.06,-252.74,
413642,-79.06,-264.78,
414554,-92.7,-228.67,
415469,-92.7,-252.74,
416383,-82.27,-232.68,
417296,-83.88,-244.72,
418207,-75.85,-232.68,
419120,-82.27,-232.68,
420034,-72.64,-216.64,
420946,-67.83,-192.56,
421860,-71.84,-192.57,
422774,-61.41,-184.54,
423688,-58.2,-188.55,
424600,-63.02,-168.49,
425514,-61.01,-156.46,
426429,-58.6,-152.45,
427342,-51.78,-136.4,
428253,-46.57,-152.45,
429166,-58.2,-112.33,
430079,-38.94,-104.31,
430992,-22.1,-108.32,
431905,-26.51,-88.26,
432817,-18.89,-56.16,
433731,-14.47,-60.18,
434644,-18.89,-56.16,
435557,-20.09,-52.15,
436470,-16.48,-36.11,
437382,-9.26,-16.04,
438294,-2.44,-12.03,
439206,-7.25,20.06,
440119,12,40.12,
441032,19.63,32.09,
441943,30.46,56.16,
442856,37.28,56.16,
443769,39.28,72.21,
444684,32.87,88.26,
445597,40.49,84.25,
446508,33.67,96.28,
447422,44.5,100.3,
448336,52.12,108.32,
449250,44.5,136.4,
450163,61.75,128.38,
451076,66.97,140.41,
451989,68.97,168.49,
452902,75.39,172.51,
453814,78.2,160.47,
454730,70.58,176.52,
455643,77.4,192.57,
456556,72.58,216.64,
457468,81.41,216.64,
458383,87.43,216.64,
459298,76.59,236.69,
460210,93.04,216.64,
461123,95.05,224.66,
462037,100.67,252.74,
462949,103.47,256.76,
463863,99.46,260.77,
464776,96.65,244.72,
465690,99.86,240.71,
466604,92.24,220.65,
467517,91.44,236.7,
468431,94.25,236.69,
469344,86.22,244.72,
470256,95.45,208.61,
471168,97.05,240.71,
472082,91.44,248.73,
472994,103.07,228.67,
473905,93.85,232.68,
474818,89.03,220.65,
475733,91.04,204.6,
476645,83.01,208.61,
477561,79.4,188.55,
478474,78.6,188.55,
479388,70.58,176.52,
480301,71.38,164.48,
481214,76.59,172.51,
482126,73.79,156.46,
483039,67.37,132.39,
483950,54.93,156.46,
484863,54.93,136.4,
485776,55.73,104.31,
486690,44.1,100.29,
487603,40.49,84.25,
488516,46.1,84.25,
489430,33.27,64.19,
490343,31.66,56.16,
491255,34.07,64.19,
492169,32.87,56.16,
493082,30.46,36.11,
493995,11.2,12.04,
494906,8.39,-8.02,
495819,5.99,-24.07,
496731,-0.43,-36.11,
497645,-5.25,-40.12,
498558,-14.47,-56.17,
499471,-23.7,-76.22,
500385,-21.69,-68.2,
501299,-24.5,-100.3,
502212,-24.1,-104.31,
503125,-27.31,-112.33,
504039,-38.54,-108.32,
504951,-35.33,-112.33,
505864,-37.34,-148.44,
506776,-44.16,-140.41,
507689,-44.56,-156.46,
508602,-57.8,-168.49,
509515,-66.63,-192.57,
510429,-70.64,-172.51,
511342,-72.24,-188.55,
512256,-71.04,-216.64,
513168,-71.84,-208.61,
514080,-85.08,-236.7,
514993,-79.06,-228.67,
515905,-76.66,-240.71,
516819,-81.87,-236.69,
517732,-80.67,-248.73,
518646,-83.88,-232.68,
519560,-91.5,-252.74,
520473,-82.67,-276.81,
521386,-86.28,-244.72,
522301,-83.88,-232.68,
523213,-82.27,-244.72,
524126,-87.89,-248.73,
525040,-82.27,-252.74,
525954,-81.07,-248.73,
526868,-83.88,-236.69,
527781,-76.66,-216.64,
528694,-73.85,-212.62,
529609,-93.91,-212.62,
530521,-78.26,-232.68,
531433,-73.05,-224.66,
532346,-69.03,-196.58,
533259,-65.42,-176.52,
534171,-71.04,-156.46,
535084,-45.36,-152.45,
535998,-42.15,-156.46,
536910,-43.36,-140.41,
537823,-36.94,-120.35,
538734,-36.94,-124.37,
539648,-42.15,-108.32,
540561,-42.15,-80.24,
541475,-32.93,-100.3,
542388,-25.3,-64.19,
543302,-16.48,-72.21,
544213,-18.89,-40.12,
545127,-10.86,-20.06,
546041,-6.05,-36.11,
546951,-6.45,-28.08,
547864,9.6,-8.02,
548777,11.6,32.09,
549690,10.8,36.11,
550603,17.22,24.07,
551518,16.02,60.18,
552430,23.24,68.2,
553343,28.45,80.23,
554255,28.05,88.26,
555168,40.89,116.34,
556080,51.72,104.31,
556993,51.32,116.34,
557905,59.74,120.35,
558819,55.33,144.42,
559733,56.94,136.4,
560645,60.55,156.46,
561559,56.13,152.45,
562471,70.18,168.5,
563385,74.99,200.59,
564298,63.76,192.57,
565210,76.59,188.55,
566124,86.22,196.58,
567037,91.04,208.61,
567950,95.45,212.62,
568862,87.43,216.64,
569775,90.23,228.67,
570689,96.25,224.66,
571602,83.41,240.71,
572515,93.04,240.71,
573430,96.25,244.72,
574343,89.43,236.7,
575257,100.26,232.68,
576169,103.07,236.69,
577083,101.87,232.68,
577997,102.27,248.73,
578909,90.23,240.71,
579822,93.04,232.68,
580735,97.86,232.68,
581648,83.41,232.68,
582560,88.63,232.68,
583474,90.64,220.65,
584387,82.21,212.62,
585300,81.41,220.65,
586211,85.82,208.61,
587125,90.64,204.6,
588040,89.83,192.57,
588952,70.58,192.56,
589865,74.19,184.54,
590778,73.39,160.47,
591691,62.95,152.45,
592603,59.34,148.44,
593515,58.94,140.41,
594428,49.31,120.35,
595341,55.73,120.35,
596254,50.52,100.3,
597166,50.52,80.24,
598080,51.32,92.27,
598992,32.06,76.22,
599903,36.48,60.18,
600815,35.27,52.15,
601728,26.45,44.13,
602642,22.84,32.09,
603555,13.61,12.04,
604468,-1.64,4.01,
605381,-0.43,-24.07,
606293,-1.23,-32.09,
607204,-2.04,-32.09,
608117,-8.46,-40.12,
609031,-22.9,-60.18,
609942,-11.66,-84.25,
610855,-16.88,-92.27,
611769,-26.11,-100.3,
612682,-33.33,-108.32,
613595,-36.54,-116.34,
614508,-44.96,-116.34,
615422,-45.36,-144.42,
616334,-50.58,-160.47,
617247,-51.78,-164.48,
618160,-44.16,-164.48,
619072,-62.21,-160.47,
619983,-62.21,-188.55,
620897,-62.21,-208.61,
621812,-62.21,-212.62,
622727,-66.63,-216.64,
623640,-82.67,-220.65,
624554,-86.69,-236.7,
625467,-82.67,-228.67,
626380,-87.09,-236.7,
627293,-87.49,-244.72,
628205,-79.46,-252.74,
629119,-92.7,-248.73,
630033,-85.08,-240.71,
630945,-82.27,-224.66,
631859,-80.67,-248.73,
632771,-77.46,-264.78,
633684,-85.48,-256.75,
634598,-91.9,-240.71,
635511,-78.26,-244.72,
636424,-83.48,-228.67,
637336,-78.66,-232.68,
638249,-72.64,-220.65,
639161,-79.86,-232.69,
640074,-75.85,-212.62,
640986,-69.43,-196.58,
641899,-68.23,-180.53,
642812,-57,-168.5,
643724,-63.82,-176.52,
644638,-57,-164.48,
645550,-51.38,-156.46,
646463,-48.57,-128.38,
647376,-42.15,-136.4,
648291,-32.93,-124.37,
649202,-38.14,-80.23,
650115,-29.32,-88.26,
651028,-24.1,-92.27,
651939,-25.71,-76.22,
652852,-12.87,-52.15,
653765,-19.69,-32.09,
654678,-25.3,-48.14,
655591,-14.47,-44.13,
656503,-12.87,-12.03,
657417,0.77,-4.01,
658331,12,16.05,
659245,9.6,20.06,
660159,22.03,36.11,
661071,32.46,60.18,
661983,33.27,68.2,
662896,39.69,76.22,
663810,32.06,88.26,
664723,28.85,100.3,
665636,41.29,96.28,
666549,46.1,108.32,
667463,51.72,140.41,
668376,61.75,132.39,
669290,56.13,140.41,
670201,61.75,148.44,
671114,70.98,168.49,
672027,68.17,168.5,
672940,78.6,176.52,
673855,66.97,180.53,
674767,70.58,192.56,
675681,74.99,196.58,
676595,80.21,200.59,
677508,86.62,220.65,
678421,88.23,216.64,
679336,82.61,216.64,
680249,94.65,212.62,
681163,101.87,220.65,
682076,101.07,236.69,
682989,103.07,236.69,
683902,91.44,232.68,
684816,93.85,228.67,
685729,92.24,248.73,
686644,95.45,236.69,
687558,95.05,228.67,
688471,95.45,228.67,
689384,86.22,244.72,
690299,100.26,236.7,
691210,101.87,216.64,
692123,99.86,212.62,
693037,100.26,200.59,
693950,82.61,224.66,
694862,83.41,228.67,
695775,84.22,204.6,
696689,73.79,176.52,
697601,82.61,188.55,
698513,77.4,180.53,
699426,69.77,192.57,
700340,72.98,168.49,
701255,68.57,156.46,
702166,66.16,148.44,
703079,65.36,124.37,
703992,51.72,124.37,
704903,43.7,136.4,
705817,47.71,120.35,
706731,41.29,96.28,
707645,41.69,84.25,
708557,34.47,68.2,
709470,25.64,72.21,
710383,30.06,56.16,
711297,31.26,44.13,
712208,30.46,28.08,
713120,22.84,16.05,
714033,4.38,-8.02,
714944,3.18,-12.03,
715858,-3.64,-20.06,
716770,-19.29,-36.11,
717683,-11.66,-56.16,
718596,-14.47,-68.2,
719510,-21.69,-72.21,
720424,-26.11,-72.21,
721336,-26.51,-80.24,
722249,-32.12,-84.25,
723162,-29.32,-124.37,
724075,-40.95,-124.37,
724988,-41.75,-152.45,
725900,-42.96,-160.47,
726813,-49.78,-144.43,
727726,-59.81,-168.5,
728640,-58.2,-184.54,
729553,-65.42,-212.62,
730468,-61.41,-212.62,
731381,-70.24,-216.64,
732294,-69.84,-200.59,
733205,-75.45,-228.67,
734117,-81.07,-228.67,
735030,-86.69,-228.67,
735941,-80.27,-248.73,
736854,-83.07,-256.76,
737767,-85.48,-244.72,
738680,-94.71,-228.67,
739594,-98.72,-260.77,
740509,-90.3,-264.78,
741423,-91.1,-256.75,
742335,-86.28,-264.78,
743248,-75.85,-244.72,
744162,-91.5,-240.71,
745075,-80.27,-248.73,
745986,-76.66,-248.73,
746900,-82.67,-236.69,
747813,-75.45,-224.66,
748726,-86.28,-224.66,
749639,-80.67,-204.6,
750552,-73.05,-196.58,
751466,-71.04,-204.6,
752378,-59.41,-196.58,
753291,-58.2,-168.5,
754203,-54.59,-160.47,
755116,-52.58,-144.42,
756030,-43.76,-148.44,
756942,-41.35,-128.38,
757855,-36.14,-132.39,
758769,-58.2,-112.33,
759682,-37.34,-100.3,
760594,-27.31,-88.26,
761506,-27.31,-52.15,
762418,-14.87,-68.2,
763332,-12.47,-52.15,
764245,-14.87,-52.15,
765159,-7.25,-24.07,
766072,-0.83,-20.06,
766984,-1.64,-4.01,
767897,10,16.05,
768809,-1.64,32.09,
769722,13.21,44.13,
770635,16.42,44.13,
771547,23.24,68.2,
772461,32.87,68.2,
773375,44.9,76.22,
774287,39.28,100.3,
775198,49.72,108.32,
776112,54.53,120.35,
777024,54.53,120.35,
777936,60.15,140.41,
778850,50.52,128.38,
779764,51.72,160.47,
780678,61.75,176.52,
781592,64.56,164.48,
782505,72.58,172.5,
783418,72.58,196.58,
784331,74.19,192.56,
785244,89.83,212.62,
786157,89.83,220.65,
787069,91.44,216.64,
787982,97.05,216.64,
788897,83.82,224.66,
789812,85.82,228.67,
790724,89.83,244.72,
791638,91.84,232.68,
792552,99.06,244.72,
793466,102.67,244.72,
794379,92.24,236.69,
795293,97.86,236.69,
796205,97.86,228.67,
797117,99.86,240.71,
798029,96.65,252.74,
798942,88.23,232.68,
799856,89.43,232.68,
800770,97.86,228.67,
801683,92.24,220.65,
802597,97.05,216.64,
803510,90.64,236.69,
804423,83.41,212.62,
805336,89.43,200.59,
806249,81.41,200.59,
807162,82.21,180.53,
808075,83.01,180.53,
808987,67.77,164.48,
809899,67.77,172.51,
