Time (us),Volts (mV),Amps (mA),Frequency (Hz)
0,-2.41,-4.01,100
823,-7.62,28.08,
1650,5.21,44.13,
2475,7.22,44.13,
3300,10.83,68.2,
4124,20.06,64.19,
4947,33.7,84.25,
5772,24.47,96.28,
6597,35.7,96.28,
7422,40.52,116.34,
8247,40.92,132.39,
9073,33.7,148.44,
9897,44.93,164.48,
10722,42.93,172.51,
11548,54.96,168.5,
12373,62.98,196.58,
13197,64.99,212.63,
14022,70.21,220.65,
14846,67.8,224.66,
15670,64.19,232.68,
16496,73.01,240.71,
17321,79.83,244.72,
18145,78.63,236.7,
18970,81.44,276.82,
19795,80.64,252.74,
20621,73.82,264.78,
21447,82.64,260.77,
22273,90.26,272.8,
23098,83.85,284.84,
23922,90.67,280.83,
24747,90.26,264.78,
25572,84.25,280.83,
26398,94.68,268.79,
27223,95.88,288.85,
28049,91.87,264.78,
28874,93.87,272.8,
29699,78.23,276.81,
30524,73.01,272.8,
31351,84.25,256.76,
32177,85.45,240.71,
33001,81.84,260.77,
33826,81.84,248.73,
34650,80.23,244.72,
35475,76.22,220.65,
36300,75.02,220.65,
37124,77.03,208.61,
37949,71.01,200.59,
38776,67.8,180.53,
39602,66.59,188.55,
40428,41.72,172.51,
41254,48.94,160.47,
42079,51.35,124.37,
42903,46.54,132.39,
43730,41.72,120.35,
44555,44.93,124.37,
45380,34.1,104.31,
46205,25.27,92.27,
47028,25.27,80.24,
47851,26.48,48.14,
48676,20.06,64.19,
49500,22.06,40.12,
50325,5.21,0,
51150,-4.41,-4.01,
51973,-5.62,4.01,
52798,-7.22,-28.08,
53623,-10.43,-48.14,
54448,-12.84,-36.1,
55274,-18.86,-64.19,
56100,-22.07,-88.26,
56924,-29.69,-88.26,
57749,-25.68,-88.26,
58573,-35.3,-104.3,
59398,-34.9,-132.39,
60223,-43.33,-140.41,
61049,-71.41,-164.48,
61872,-64.99,-176.52,
62698,-61.38,-184.54,
63523,-65.79,-204.6,
64349,-68.2,-200.59,
65173,-72.61,-216.63,
65998,-79.03,-240.71,
66823,-82.24,-252.74,
67648,-77.43,-248.73,
68471,-81.84,-260.76,
69295,-84.25,-256.75,
70121,-84.65,-284.84,
70945,-96.28,-272.8,
71771,-103.1,-264.78,
72595,-96.28,-292.86,
73421,-97.09,-288.85,
74247,-95.88,-276.81,
75073,-94.28,-280.82,
75898,-100.3,-304.9,
76725,-98.69,-292.86,
77550,-96.69,-288.85,
78375,-98.69,-284.84,
79198,-90.27,-264.78,
80023,-89.06,-268.79,
80846,-102.7,-268.79,
81670,-103.1,-260.76,
82495,-90.67,-228.67,
83320,-87.46,-244.72,
84146,-78.63,-244.72,
84970,-79.03,-212.62,
85796,-86.25,-196.58,
86622,-67.8,-208.61,
87447,-56.97,-204.6,
88272,-59.78,-160.47,
89097,-51.35,-148.43,
89921,-47.34,-148.44,
90746,-55.76,-140.41,
91571,-45.74,-132.39,
92396,-56.97,-116.34,
93222,-47.34,-84.25,
94048,-32.1,-80.23,
94872,-27.28,-80.23,
95697,-28.89,-56.16,
96522,-20.46,-28.08,
97348,-12.44,-40.11,
98172,-6.82,-16.04,
98996,0.8,8.02,
99820,9.63,32.09,
100645,0,44.13,
101471,10.83,56.17,
102295,15.24,52.15,
103121,16.05,56.17,
103945,21.26,76.23,
104770,25.27,96.28,
105595,22.06,96.28,
106419,34.9,108.32,
107244,44.13,144.43,
108069,42.52,164.48,
108893,52.15,156.46,
109718,56.97,180.53,
110543,48.14,176.52,
111368,59.37,192.57,
112193,60.18,200.59,
113017,54.56,204.6,
113842,64.59,216.64,
114667,71.41,232.68,
115491,55.76,232.69,
116317,67.8,236.7,
117143,81.84,244.72,
117966,75.82,248.73,
118791,91.07,252.74,
119616,93.07,268.79,
120442,82.64,256.76,
121268,91.07,252.74,
122095,91.87,296.87,
122920,88.26,260.77,
123746,89.06,272.8,
124571,91.07,292.86,
125395,81.44,276.82,
126219,81.44,276.82,
127043,85.85,280.83,
127868,87.46,296.87,
128693,93.07,288.85,
129519,99.89,256.76,
130344,84.25,272.8,
131169,87.05,260.77,
131994,85.85,264.78,
132819,81.44,252.74,
133645,75.02,244.72,
134469,74.62,224.66,
135294,70.21,220.65,
136119,67.8,212.62,
136942,67.4,196.58,
137766,68.2,196.58,
138591,65.79,188.55,
139416,58.97,180.53,
140241,52.15,156.46,
141068,45.33,144.43,
141891,44.53,148.44,
142717,41.32,112.33,
143544,37.31,120.36,
144369,32.9,88.26,
145192,32.49,84.25,
146017,28.48,88.26,
146841,26.88,60.18,
147665,25.67,52.15,
148490,16.45,40.12,
149315,14.84,16.05,
150139,7.62,-4.01,
150963,-7.62,-20.06,
151788,-7.22,-20.06,
152614,-7.62,-52.15,
153440,-18.05,-56.16,
154266,-15.65,-60.18,
155092,-28.48,-88.26,
155917,-38.92,-92.27,
156743,-34.5,-112.33,
157567,-38.51,-104.31,
158393,-42.53,-136.4,
159216,-44.53,-156.46,
160040,-40.92,-140.41,
160864,-56.57,-144.42,
161689,-58.17,-192.56,
162515,-59.38,-200.59,
163340,-65.39,-196.57,
164166,-65.39,-204.6,
164992,-77.83,-228.67,
165817,-93.48,-260.77,
166642,-89.46,-252.74,
167468,-87.46,-256.75,
168293,-88.26,-252.74,
169117,-85.45,-268.79,
169941,-90.67,-304.9,
170766,-103.51,-284.84,
171591,-99.49,-280.82,
172415,-96.28,-288.85,
173240,-99.89,-300.88,
174066,-98.29,-276.81,
174891,-96.69,-292.86,
175716,-105.91,-300.88,
176541,-101.9,-304.9,
177366,-97.09,-264.78,
178189,-102.7,-272.8,
179014,-93.07,-288.85,
179838,-91.87,-272.8,
180663,-97.49,-260.76,
181488,-87.46,-268.79,
182313,-83.05,-244.72,
183138,-79.84,-244.72,
183962,-74.62,-220.65,
184790,-75.82,-196.58,
185615,-76.23,-192.56,
186440,-73.02,-192.56,
187267,-62.58,-172.5,
188092,-60.18,-152.45,
188917,-58.17,-144.42,
189741,-50.55,-152.45,
190567,-51.75,-144.42,
191393,-34.5,-92.27,
192217,-30.09,-92.27,
193042,-29.29,-84.25,
193866,-25.68,-72.21,
194691,-20.86,-72.21,
195518,-25.68,-56.16,
196342,-25.28,-24.07,
197168,-20.06,-20.06,
197992,-10.83,8.02,
198815,0,28.08,
199640,8.82,32.1,
200466,4.01,60.18,
201291,16.85,56.17,
202116,24.47,76.23,
202940,21.66,84.25,
203765,29.69,104.31,
204590,36.1,112.33,
205415,26.08,124.37,
206241,35.7,132.39,
207065,32.49,168.5,
207890,39.72,168.5,
208715,46.54,156.46,
209539,56.16,180.53,
210365,51.35,188.56,
211192,62.98,192.57,
212018,75.82,208.62,
212844,71.41,212.62,
213669,77.83,212.63,
214495,81.04,244.72,
215321,71.81,228.67,
216147,79.03,268.79,
216970,73.41,252.74,
217793,74.62,264.78,
218619,87.46,264.78,
219444,89.06,276.81,
220269,75.82,264.78,
221094,85.45,284.84,
221918,93.07,288.85,
222744,87.86,280.83,
223571,99.09,268.79,
224396,101.1,272.8,
225221,90.26,288.85,
226047,90.26,260.77,
226871,92.27,276.82,
227694,81.04,276.81,
228520,83.44,264.78,
229344,89.86,256.76,
230167,80.64,272.8,
230993,77.43,244.72,
231817,83.85,244.72,
232643,83.85,232.68,
233468,81.44,212.63,
234293,81.44,232.69,
235118,71.81,228.67,
235941,61.38,208.61,
236766,65.79,180.53,
237591,56.16,172.51,
238417,50.95,184.54,
239243,51.35,148.44,
240067,52.15,136.4,
240892,40.92,132.39,
241716,36.51,128.38,
242542,41.72,116.34,
243368,35.7,112.33,
244191,42.52,84.25,
245016,36.51,64.19,
245840,18.85,72.21,
246664,20.86,64.19,
247489,18.85,44.13,
248314,-2.81,20.06,
249139,-0.4,12.04,
249963,-4.01,-20.06,
250788,-18.46,-28.08,
251614,-20.86,-44.13,
252439,-18.05,-44.13,
253265,-18.86,-56.16,
254090,-16.05,-72.21,
254915,-21.66,-96.28,
255741,-37.31,-104.3,
256568,-39.32,-116.34,
257396,-39.32,-128.38,
258221,-48.54,-132.39,
259048,-54.16,-172.5,
259872,-57.77,-176.52,
260697,-67.8,-176.52,
261522,-68.2,-196.58,
262347,-69.41,-224.66,
263171,-68.6,-192.57,
263997,-68.6,-224.66,
264820,-77.43,-228.67,
265644,-91.07,-252.74,
266471,-86.25,-252.74,
267295,-87.46,-268.79,
268122,-91.07,-268.79,
268946,-98.69,-276.81,
269773,-100.3,-288.85,
270598,-106.71,-288.85,
271423,-101.1,-288.85,
272249,-104.71,-284.83,
273075,-103.51,-304.9,
273898,-97.09,-264.78,
274724,-99.49,-280.82,
275548,-98.69,-300.88,
276374,-93.88,-288.85,
277198,-93.88,-256.75,
278024,-93.07,-264.78,
278848,-92.27,-272.8,
279673,-93.88,-264.78,
280498,-107.92,-236.69,
281322,-89.06,-224.66,
282147,-84.65,-232.68,
282970,-81.84,-220.65,
283795,-77.03,-216.64,
284621,-56.97,-196.57,
285445,-66.6,-184.54,
286271,-58.97,-180.53,
287097,-52.15,-168.49,
287921,-54.96,-132.39,
288748,-48.54,-136.4,
289573,-43.33,-120.35,
290399,-57.37,-96.28,
291225,-42.53,-80.23,
292050,-30.89,-84.25,
292875,-32.5,-64.19,
293700,-24.87,-60.18,
294525,-22.07,-40.12,
295350,-24.47,-28.08,
296173,-14.84,-4.01,
296999,-4.01,0,
297823,-6.02,12.04,
298648,1.6,48.14,
299471,12.44,36.11,
300295,6.82,56.17,
301120,11.23,60.18,
301945,26.48,68.2,
302769,21.66,108.32,
303595,33.3,104.31,
304419,35.3,128.38,
305245,33.3,140.42,
306071,46.13,116.35,
306894,49.34,164.48,
307720,50.95,172.51,
308544,56.16,180.53,
309369,64.19,176.52,
310192,44.93,216.64,
311017,60.98,208.61,
311843,67.8,208.61,
312668,67.8,220.65,
313494,64.99,248.73,
314319,73.01,248.73,
315143,72.61,240.71,
315968,84.25,244.72,
316793,91.47,260.77,
317619,90.26,252.74,
318444,92.67,268.79,
319268,94.28,276.81,
320093,87.86,256.76,
320917,90.26,272.8,
321741,85.05,296.87,
322566,91.87,268.79,
323392,92.67,260.77,
324217,94.68,284.84,
325042,95.48,292.86,
325866,91.47,272.8,
326692,91.87,284.84,
327516,91.07,288.85,
328341,87.86,284.84,
329165,90.67,260.77,
329990,84.25,248.73,
330814,74.62,244.72,
331639,71.41,228.67,
332465,77.83,236.7,
333291,69.4,228.67,
334116,69.4,224.66,
334939,63.39,216.64,
335764,57.37,188.55,
336590,66.19,172.51,
337416,67,168.5,
338241,60.58,160.47,
339066,59.77,144.43,
339889,52.55,124.37,
340714,34.9,128.38,
341540,34.5,128.38,
342365,25.67,104.31,
343188,28.08,88.26,
344012,28.08,72.21,
344835,20.86,68.2,
345661,10.43,52.16,
346485,15.24,52.15,
347310,13.64,12.04,
348135,4.81,-4.01,
348958,6.02,-12.03,
349785,-1.2,-12.03,
350611,-15.65,-32.09,
351437,-14.84,-52.15,
352262,-20.06,-52.15,
353086,-28.08,-92.27,
353910,-24.47,-92.27,
354736,-36.51,-100.29,
355560,-47.34,-124.37,
356385,-48.54,-120.35,
357210,-42.93,-140.41,
358035,-50.55,-168.49,
358859,-58.57,-176.52,
359686,-53.76,-196.58,
360510,-69.81,-192.56,
361335,-71.01,-220.65,
362160,-71.81,-216.64,
362983,-81.84,-212.62,
363807,-81.84,-228.67,
364633,-86.25,-272.8,
365460,-99.49,-264.78,
366286,-92.67,-260.76,
367111,-89.86,-264.78,
367936,-91.47,-292.86,
368760,-88.26,-280.82,
369585,-90.27,-272.8,
370410,-101.9,-288.85,
371235,-98.69,-284.84,
372059,-97.89,-296.87,
372883,-107.92,-276.81,
373710,-101.5,-288.85,
374535,-99.09,-288.85,
375361,-103.51,-304.9,
376186,-93.88,-284.83,
377013,-95.88,-244.72,
377838,-97.09,-272.8,
378663,-84.25,-264.78,
379489,-79.84,-248.73,
380314,-91.07,-244.72,
381139,-80.64,-220.65,
381963,-73.02,-232.68,
382788,-76.63,-212.62,
383613,-73.02,-196.57,
384438,-76.23,-184.54,
385263,-74.22,-180.53,
386088,-62.58,-160.47,
386913,-57.77,-136.4,
387740,-52.15,-136.4,
388566,-42.53,-128.37,
389391,-36.11,-120.35,
390215,-45.33,-92.27,
391039,-33.7,-68.2,
391863,-25.68,-68.2,
392688,-27.28,-56.16,
393513,-21.26,-48.14,
394339,-24.87,-36.1,
395164,-27.68,-20.06,
395990,-9.23,0,
396815,2.41,24.07,
397640,5.62,32.09,
398464,16.05,44.13,
399289,20.86,60.18,
400114,8.42,64.19,
400937,21.66,84.25,
401761,26.08,104.31,
402585,33.3,112.33,
403410,39.31,116.34,
404235,43.73,128.38,
405060,25.27,148.44,
405885,44.13,156.46,
406711,53.76,180.53,
407537,54.16,184.54,
408361,58.97,188.55,
409186,67.4,200.59,
410012,65.79,216.64,
410834,71.81,204.6,
411660,75.02,220.65,
412485,75.02,220.65,
413310,80.64,240.71,
414135,83.04,272.8,
414959,72.21,248.73,
415786,83.04,264.78,
416612,84.65,260.77,
417439,86.65,272.8,
418263,87.86,288.85,
419087,97.89,276.81,
419911,93.07,280.83,
420736,88.26,288.85,
421561,91.47,284.84,
422385,95.08,284.84,
423208,94.28,272.8,
424034,95.08,264.78,
424858,91.07,264.78,
425685,79.03,264.78,
426511,83.85,252.74,
427337,87.46,276.81,
428163,77.83,268.79,
428986,84.25,232.69,
429811,80.64,236.7,
430636,73.82,228.67,
431462,75.02,252.74,
432287,75.82,224.66,
433114,74.62,204.6,
433938,74.22,188.55,
434763,60.98,200.59,
435588,53.76,192.57,
436413,52.15,160.47,
437238,56.97,160.47,
438064,52.15,148.44,
438888,52.55,140.42,
439714,43.73,116.34,
440538,25.27,112.33,
441365,35.7,96.28,
442189,34.5,100.3,
443015,32.49,76.23,
443838,30.49,52.15,
444663,20.46,48.14,
445488,10.43,36.11,
446313,3.61,12.04,
447138,-4.01,8.02,
447962,-4.01,-16.04,
448787,-2.41,-32.09,
449612,-7.22,-32.09,
450436,-17.65,-56.16,
451261,-16.45,-68.2,
452086,-21.26,-60.18,
452910,-28.08,-76.22,
453735,-29.29,-116.34,
454560,-35.71,-128.38,
455385,-50.15,-116.34,
456209,-49.35,-132.39,
457032,-57.77,-160.47,
457855,-60.18,-176.52,
458681,-57.77,-184.54,
459505,-65.79,-188.55,
460331,-84.25,-204.6,
461157,-75.82,-216.64,
461981,-75.42,-236.69,
462807,-77.03,-240.71,
463632,-77.43,-248.73,
464457,-81.04,-272.8,
465282,-93.07,-284.84,
466107,-95.08,-240.71,
466930,-97.09,-280.83,
467756,-105.91,-288.85,
468582,-99.09,-296.87,
469408,-101.9,-288.85,
470235,-108.72,-292.86,
471060,-103.1,-308.91,
471883,-91.87,-280.82,
472709,-97.49,-280.82,
473535,-94.68,-296.87,
474360,-91.07,-292.86,
475184,-101.1,-292.86,
476010,-93.88,-272.8,
476833,-90.27,-260.76,
477660,-105.51,-256.75,
478487,-92.27,-280.82,
479313,-87.06,-236.69,
480138,-91.47,-216.64,
480962,-76.63,-224.66,
481787,-70.21,-220.65,
482611,-71.41,-188.55,
483437,-67,-160.47,
484263,-58.97,-176.52,
485088,-66.2,-160.47,
485911,-55.36,-144.42,
486735,-51.35,-132.39,
487560,-52.56,-120.35,
488387,-47.74,-108.32,
489210,-40.52,-92.27,
490035,-44.93,-72.21,
490859,-37.31,-48.14,
491683,-26.48,-44.13,
492508,-17.65,-52.15,
493332,-11.64,-36.11,
494156,-6.82,-4.01,
494980,-10.43,-8.02,
495804,0.4,28.08,
496629,9.63,24.07,
497454,9.23,28.08,
498280,9.23,64.19,
499107,13.24,72.21,
499930,11.23,104.31,
500756,20.06,96.28,
501581,29.69,120.35,
502406,34.5,128.38,
503231,44.53,124.37,
504055,54.16,132.39,
504879,47.34,160.47,
505705,46.54,164.48,
506530,58.57,168.5,
507357,62.18,200.59,
508181,65.39,204.6,
509005,60.18,200.59,
509828,63.79,220.65,
510652,64.99,240.71,
511478,70.21,244.72,
512303,82.64,248.73,
513128,84.65,240.71,
513951,87.46,264.78,
514777,79.43,252.74,
515602,83.04,264.78,
516429,87.46,276.81,
517255,92.67,280.83,
518081,92.27,260.77,
518906,94.68,264.78,
519730,85.85,280.83,
520556,86.65,280.83,
521381,89.86,292.86,
522206,89.06,292.86,
523030,93.87,272.8,
523854,94.28,244.72,
524681,95.88,272.8,
525505,86.65,264.78,
526331,87.46,264.78,
527156,91.87,236.7,
527980,85.85,248.73,
528806,84.25,228.67,
529630,67.4,236.7,
530456,58.17,236.7,
531280,71.81,212.62,
532105,70.61,204.6,
532929,72.21,192.57,
533755,69.4,192.57,
534579,65.79,176.52,
535405,58.97,172.51,
536229,54.56,160.47,
537055,55.36,156.46,
537879,50.15,132.39,
538705,48.94,124.37,
539530,44.13,108.32,
540355,20.06,104.31,
541179,30.09,96.28,
542003,32.09,72.21,
542828,25.27,72.21,
543652,21.26,60.18,
544478,21.26,44.13,
545303,2.81,28.08,
546127,0.8,8.02,
546951,-1.61,-12.03,
547777,-7.22,-36.1,
548603,-8.83,-28.08,
549429,-13.24,-40.12,
550254,-32.1,-72.21,
551080,-28.08,-84.25,
551904,-33.7,-84.25,
552729,-39.32,-100.29,
553553,-41.72,-128.38,
554379,-38.51,-144.42,
555202,-56.97,-128.38,
556027,-46.94,-148.44,
556852,-50.15,-184.54,
557676,-57.77,-184.54,
558501,-60.18,-200.59,
559325,-62.58,-212.62,
560151,-79.03,-224.66,
560974,-89.06,-228.67,
561799,-91.87,-232.68,
562624,-89.86,-240.71,
563449,-89.86,-244.72,
564275,-91.87,-284.83,
565099,-100.3,-272.8,
565923,-97.09,-272.8,
566749,-89.06,-288.85,
567575,-95.48,-300.88,
568401,-93.88,-288.85,
569227,-93.88,-268.79,
570053,-107.52,-296.87,
570878,-100.3,-296.87,
571703,-100.3,-284.84,
572528,-106.31,-256.75,
573352,-93.48,-288.85,
574176,-89.86,-276.81,
575000,-102.3,-264.78,
575825,-93.48,-260.77,
576650,-89.06,-256.75,
577475,-92.27,-256.75,
578300,-87.46,-240.71,
579125,-76.23,-220.65,
579949,-87.06,-212.62,
580773,-77.03,-212.62,
581599,-77.83,-204.6,
582422,-72.21,-192.57,
583247,-67,-164.48,
584071,-62.18,-176.52,
584895,-68.2,-168.49,
585720,-53.76,-112.33,
586545,-45.74,-124.37,
587369,-38.92,-112.33,
588194,-31.29,-100.29,
589020,-25.68,-76.22,
589843,-32.9,-60.18,
590667,-25.68,-64.19,
591492,-22.07,-52.15,
592317,-29.29,-52.15,
593141,-15.25,-24.07,
593965,-4.01,8.02,
594791,-10.03,20.06,
595617,6.42,36.11,
596445,10.03,64.19,
597270,21.66,64.19,
598095,24.87,80.24,
598918,31.29,84.25,
599743,27.68,108.32,
600569,30.49,100.3,
601393,35.3,112.33,
602217,41.32,140.41,
603043,38.11,152.45,
603867,53.76,148.44,
604693,52.95,168.5,
605520,54.16,160.47,
606346,52.55,188.55,
607170,59.77,220.65,
607995,66.59,196.58,
608817,72.21,220.65,
609641,69.8,224.66,
610466,69.8,228.67,
611292,70.21,252.74,
612116,87.05,252.74,
612941,81.84,248.73,
613766,81.04,272.8,
614593,85.05,268.79,
615419,84.65,232.69,
616245,91.07,284.84,
617071,94.68,276.81,
617896,95.08,256.76,
618722,95.48,284.84,
619548,95.08,288.85,
620373,86.65,284.84,
621196,89.86,288.85,
622022,93.07,276.81,
622847,90.67,284.84,
623672,89.46,260.77,
624497,87.05,252.74,
625322,80.23,256.76,
626147,79.03,224.66,
626973,83.85,256.76,
627799,77.43,244.72,
628623,91.87,224.66,
629447,83.44,236.7,
630271,69.8,228.67,
631096,71.41,208.61,
631920,71.01,200.59,
632746,64.19,212.62,
633572,62.18,180.53,
634397,50.95,164.48,
635223,44.53,148.44,
636047,47.34,156.46,
636873,44.53,152.45,
637698,44.93,120.35,
638524,47.34,104.31,
639349,36.91,116.34,
640172,22.06,92.27,
640998,24.87,76.23,
641822,22.46,56.17,
642646,18.85,44.13,
643471,11.23,48.14,
644297,5.21,32.1,
645122,-4.01,4.01,
645946,-2.41,-16.04,
646772,-10.43,-32.09,
647599,-15.25,-48.14,
648423,-15.25,-48.14,
649249,-20.46,-64.19,
650075,-28.89,-76.22,
650900,-29.69,-88.26,
651725,-28.89,-112.33,
652549,-40.52,-112.33,
653375,-42.53,-156.46,
654198,-44.53,-152.45,
655024,-64.99,-140.41,
655847,-56.97,-172.5,
656672,-57.77,-212.62,
657498,-65.79,-192.56,
658323,-69,-196.57,
659149,-73.02,-212.62,
659974,-83.05,-236.69,
660798,-74.22,-232.68,
661624,-77.83,-244.72,
662450,-92.67,-260.76,
663276,-85.85,-284.84,
664101,-85.45,-272.8,
664924,-110.73,-276.81,
665749,-105.91,-276.81,
666575,-94.68,-284.84,
667399,-103.1,-296.87,
668225,-95.48,-292.86,
669051,-93.07,-272.8,
669876,-109.12,-284.84,
670702,-100.3,-288.85,
671528,-98.29,-284.84,
672353,-101.5,-268.79,
673178,-95.48,-280.82,
674003,-91.07,-300.88,
674826,-113.94,-260.76,
675651,-98.29,-248.73,
676475,-92.67,-260.76,
677300,-89.86,-248.73,
678127,-89.46,-224.66,
678950,-79.03,-224.66,
679776,-81.84,-196.57,
680603,-70.21,-200.59,
681429,-58.97,-200.59,
682255,-61.78,-176.52,
683080,-54.96,-164.48,
683904,-49.75,-140.41,
684728,-60.58,-148.44,
685553,-49.35,-108.32,
686379,-50.55,-108.32,
687203,-36.51,-112.33,
688029,-29.69,-72.21,
688852,-25.68,-60.18,
689677,-33.7,-44.13,
690503,-26.48,-32.09,
691328,-13.24,-20.06,
692155,-7.62,-28.08,
692980,-1.2,0,
693807,6.82,32.1,
694632,7.22,52.16,
695457,9.23,56.16,
696282,9.23,60.18,
697106,17.25,84.25,
697930,22.46,64.19,
698756,28.48,84.25,
699582,33.7,100.3,
700409,34.1,116.34,
701234,42.93,124.37,
702060,48.14,164.48,
702884,48.54,168.5,
703708,56.16,160.47,
704533,56.16,184.54,
705359,54.56,200.59,
706182,62.58,200.59,
707006,62.18,212.63,
707830,64.59,220.65,
708656,77.43,228.67,
709481,71.81,260.77,
710307,65.39,236.7,
711132,78.63,252.74,
711956,82.64,248.73,
712781,88.66,260.77,
713606,93.47,272.8,
714430,89.86,272.8,
715256,85.05,268.79,
716081,83.44,284.84,
716906,86.25,284.84,
717733,82.64,260.77,
718558,94.68,276.81,
719385,93.87,284.84,
720210,81.04,300.89,
721036,85.45,276.81,
721861,99.49,280.83,
722688,94.28,280.83,
723513,98.29,260.77,
724338,92.67,264.78,
725162,81.84,268.79,
725986,81.44,256.76,
726813,82.24,260.77,
727637,69.8,228.67,
728463,73.41,228.67,
729289,74.22,220.65,
730115,63.79,204.6,
730940,67.4,192.57,
731767,69.8,180.53,
732592,64.59,180.53,
733417,62.58,184.54,
734243,58.57,144.43,
735069,42.93,144.42,
735892,43.33,152.45,
736718,42.52,116.34,
737542,36.91,108.32,
738368,28.48,104.31,
739191,31.69,80.24,
740016,15.64,84.25,
740839,17.25,76.23,
741665,21.26,64.19,
742491,22.87,36.11,
743317,16.05,20.06,
744143,8.82,12.04,
744967,-10.43,-4.01,
745794,-8.02,-24.07,
746619,-8.43,-36.11,
747446,-20.46,-48.14,
748270,-25.68,-56.16,
749094,-32.1,-80.23,
749918,-38.11,-92.27,
750742,-42.12,-108.32,
751568,-44.53,-108.32,
752393,-47.74,-108.32,
753218,-46.54,-148.44,
754045,-40.92,-164.48,
754871,-67,-136.4,
755698,-58.17,-176.52,
756523,-60.18,-200.59,
757347,-69.81,-204.6,
758172,-70.21,-208.61,
758998,-83.05,-232.68,
759823,-91.87,-260.76,
760647,-89.46,-260.76,
761472,-87.06,-264.78,
762297,-94.68,-272.8,
763122,-88.66,-260.76,
763946,-87.86,-272.8,
764772,-109.92,-280.82,
765598,-99.09,-284.83,
766425,-94.28,-296.87,
767252,-101.1,-312.92,
768078,-101.9,-296.87,
768902,-96.69,-280.83,
769728,-113.53,-292.86,
770553,-98.29,-300.88,
771379,-95.88,-284.83,
772203,-100.3,-260.76,
773027,-87.06,-272.8,
773851,-84.65,-256.75,
774675,-102.7,-252.74,
775500,-88.26,-248.73,
776325,-82.64,-244.72,
777150,-82.24,-228.67,
777974,-76.23,-208.61,
778800,-75.02,-200.59,
779626,-84.25,-196.58,
780450,-82.24,-184.54,
781274,-65.79,-184.54,
782099,-63.39,-140.41,
782923,-57.77,-128.38,
783748,-44.93,-132.39,
784574,-49.75,-128.37,
785399,-38.92,-96.28,
786224,-34.1,-84.25,
787049,-26.48,-92.27,
787872,-24.07,-72.21,
788697,-18.86,-52.15,
789522,-19.26,-44.13,
790348,-29.69,-32.09,
791171,-12.84,-20.06,
791995,-12.04,12.04,
792819,-3.61,16.05,
793644,6.02,32.09,
794469,9.63,40.12,
795295,9.63,52.15,
796120,16.85,68.2,
796944,24.47,84.25,
797770,32.9,108.32,
798594,44.93,116.34,
799420,40.12,132.39,
800244,34.5,140.41,
801068,40.92,144.43,
801893,42.52,156.46,
802718,44.93,176.52,
803544,58.97,180.53,
804370,58.97,188.55,
805195,62.58,188.55,
806020,71.81,212.62,
806844,75.02,212.62,
807669,76.22,212.63,
808494,81.04,236.7,
809319,81.84,240.71,
810144,75.02,256.76,
810968,67.4,256.76,
811794,74.62,264.78,
812619,87.05,236.69,
813445,89.46,292.86,
814270,95.08,260.77,
815097,87.05,240.71,
815922,88.66,272.8,
816748,100.29,292.86,
817573,97.49,256.76,
818398,100.29,260.77,
819221,99.09,272.8,
820046,85.85,276.81,
820871,90.67,272.8,
821696,90.67,284.84,
822521,85.45,280.83,
823346,90.67,264.78,
824169,87.86,252.74,
824995,76.22,256.76,
825819,84.65,236.7,
826645,83.04,240.71,
827471,77.43,228.67,
828295,76.62,228.67,
829120,74.22,224.66,
829944,62.18,192.57,
830769,62.18,196.58,
831595,48.94,172.51,
832421,47.74,176.52,
833246,53.36,156.46,
834072,54.96,156.46,
834896,39.31,120.35,
835721,42.93,132.39,
836545,44.93,140.41,
837372,37.31,96.28,
838196,33.3,88.26,
839019,32.9,72.21,
839843,16.45,68.2,
840667,20.06,56.16,
841493,18.45,44.13,
842317,-8.43,24.07,
843142,-4.82,-16.05,
843966,-3.61,-16.04,
844792,-22.87,-8.02,
845618,-11.64,-40.12,
846446,-13.64,-52.15,
847271,-22.07,-72.21,
848097,-17.25,-80.23,
848921,-20.86,-108.32,
849746,-41.32,-104.3,
850571,-38.92,-108.32,
851396,-40.92,-128.37,
852220,-50.95,-144.42,
853044,-54.56,-164.48,
853869,-54.96,-180.53,
854694,-73.42,-172.5,
855520,-66.6,-192.57,
856346,-62.58,-228.67,
857171,-73.02,-224.66,
857996,-75.02,-216.64,
858819,-76.23,-236.69,
859644,-92.67,-260.76,
860469,-90.27,-256.75,
861294,-88.66,-260.76,
862119,-96.69,-276.81,
862943,-103.91,-280.83,
863768,-96.69,-280.83,
864592,-110.73,-268.79,
865417,-107.92,-280.82,
866242,-101.5,-288.85,
867067,-98.69,-288.85,
867891,-90.27,-292.86,
868716,-89.86,-280.83,
869541,-103.91,-284.84,
870365,-97.09,-284.84,
871189,-93.48,-276.81,
872013,-98.29,-264.78,
872839,-92.67,-288.85,
873663,-99.89,-260.76,
874488,-98.29,-236.69,
875314,-89.86,-236.69,
876140,-85.05,-236.69,
876966,-71.81,-220.65,
877792,-76.23,-208.61,
878617,-59.78,-184.54,
879442,-64.59,-196.58,
880267,-64.59,-172.5,
881092,-56.17,-168.49,
881916,-50.95,-156.46,
882741,-49.75,-120.35,
883565,-45.74,-124.37,
884391,-46.94,-132.39,
885215,-45.74,-80.23,
886042,-33.3,-76.22,
886866,-28.08,-72.21,
887691,-27.68,-52.15,
888516,-21.26,-28.08,
