Time (us),Volts (mV),Amps (mA),Frequency (Hz)
382252,-65.02,-176.52,
383074,-56.59,-168.5,
383899,-50.57,-156.46,
384723,-59.4,-148.44,
385546,-54.58,-128.38,
386370,-46.16,-132.39,
387193,-48.17,-96.29,
388015,-43.75,-92.27,
388839,-35.73,-96.29,
389664,-43.35,-84.25,
390488,-33.72,-68.2,
391311,-21.69,-60.18,
392133,-17.68,-48.14,
392957,0.78,-32.09,
393780,3.18,-24.07,
394603,-2.43,-20.06,
395428,3.99,16.04,
396252,12.01,20.06,
397073,-0.83,20.06,
397898,5.19,32.09,
398722,12.01,52.15,
399546,13.21,40.12,
400369,8.8,28.08,
401194,16.42,40.12,
402015,19.23,36.1,
402840,28.46,52.15,
403663,32.87,48.14,
404487,26.85,56.16,
405309,21.64,52.15,
406132,26.45,60.17,
406956,30.87,52.15,
407780,18.83,64.19,
408604,22.44,80.23,
409427,30.87,64.19,
410252,23.24,68.2,
411075,28.86,76.22,
411898,40.09,68.2,
412723,32.87,68.2,
413547,37.69,76.22,
414370,36.48,84.25,
415194,28.46,88.26,
416016,32.87,76.22,
416840,37.69,80.23,
417665,32.47,80.23,
418488,33.27,88.26,
419313,37.69,104.3,
420136,30.46,76.22,
420958,30.06,100.29,
421783,36.08,100.29,
422607,35.28,92.27,
423432,47.72,84.25,
424255,41.7,84.25,
425079,31.67,84.25,
425904,37.28,84.25,
426727,33.27,80.23,
427552,27.66,88.26,
428376,30.46,76.22,
429199,31.27,80.23,
430022,24.85,72.21,
430847,32.07,72.21,
431672,29.26,64.19,
432496,24.85,72.21,
433320,30.46,64.19,
434145,32.47,52.15,
434969,26.05,76.22,
435792,28.46,68.2,
436615,25.65,48.14,
437439,24.85,52.15,
438261,22.44,60.17,
439084,16.82,44.13,
439906,13.62,36.1,
440729,18.83,40.12,
441554,21.24,44.13,
442379,21.64,24.07,
443202,20.84,20.06,
444025,21.24,32.09,
444850,3.59,12.03,
445674,0.78,-20.06,
446498,0.78,0,
447323,-7.25,-24.07,
448147,-10.86,-52.16,
448970,-11.66,-56.17,
449794,-30.92,-40.12,
450619,-28.11,-76.23,
451443,-32.12,-92.27,
452265,-43.35,-100.3,
453089,-40.14,-96.28,
453913,-37.74,-112.33,
454736,-51.78,-140.42,
455561,-46.16,-132.39,
456385,-44.15,-164.48,
457209,-52.58,-164.48,
458032,-51.78,-168.5,
458856,-61.41,-176.52,
459679,-83.87,-176.52,
460503,-77.85,-204.6,
461329,-73.44,-228.67,
462152,-83.07,-224.66,
462975,-82.67,-236.7,
463798,-80.66,-224.66,
464621,-89.89,-248.73,
465447,-79.46,-264.78,
466271,-81.86,-256.76,
467095,-86.68,-244.72,
467918,-85.07,-248.73,
468743,-86.28,-256.76,
469565,-97.91,-244.72,
470390,-93.9,-228.67,
471214,-93.9,-264.78,
472037,-92.7,-256.76,
472860,-91.49,-244.72,
473684,-85.88,-236.7,
474509,-88.28,-236.7,
475333,-84.27,-240.71,
476157,-78.25,-212.63,
476980,-80.66,-200.59,
477804,-74.24,-220.65,
478628,-73.44,-192.57,
479451,-74.64,-204.6,
480274,-81.86,-180.53,
481099,-72.64,-176.52,
481923,-60.2,-172.51,
482748,-52.58,-160.47,
483573,-47.36,-140.42,
484396,-48.17,-140.42,
485221,-49.77,-136.4,
486044,-34.12,-112.33,
486867,-30.11,-88.26,
487691,-28.51,-80.24,
488516,-26.1,-88.26,
489339,-19.28,-64.19,
490164,-27.3,-52.15,
490986,-26.1,-48.14,
491809,-18.48,-48.14,
492633,-16.07,-8.02,
493458,-1.23,-8.02,
494281,1.18,8.02,
495105,1.98,28.08,
495929,16.82,24.07,
496754,20.03,28.08,
497577,17.63,28.08,
498400,21.64,40.12,
499223,23.24,28.08,
500046,12.81,44.13,
500869,13.62,48.14,
501693,16.82,36.11,
502518,18.43,68.2,
503341,24.85,52.15,
504165,24.85,64.19,
504989,14.02,64.19,
505811,20.03,56.16,
506635,31.27,80.23,
507459,30.87,56.16,
508283,36.88,96.28,
509106,34.88,84.25,
509930,24.05,76.22,
510754,31.67,88.26,
511578,27.26,76.22,
512405,30.87,80.23,
513231,32.47,84.25,
514053,34.08,92.27,
514878,22.44,76.22,
515701,30.46,88.26,
516526,34.88,92.27,
517351,37.28,72.21,
518175,44.51,84.25,
518997,46.11,88.26,
519822,36.08,96.28,
520645,40.09,96.28,
521469,41.7,88.26,
522294,21.64,84.25,
523117,30.87,88.26,
523940,36.88,84.25,
524765,24.45,88.26,
525589,33.67,68.2,
526413,39.29,72.21,
527238,28.06,80.23,
528061,42.9,80.23,
528885,42.1,68.2,
529710,27.26,72.21,
530534,30.87,72.21,
531358,33.67,68.2,
532182,26.45,76.22,
533006,26.05,88.26,
533831,28.46,64.19,
534656,15.22,44.13,
535481,18.83,52.15,
536304,23.64,48.14,
537128,22.44,52.15,
537952,22.84,40.11,
538776,27.26,44.13,
539599,11.21,48.14,
540423,18.83,28.08,
541246,20.03,28.08,
542068,13.21,32.09,
542891,5.99,20.06,
543716,3.99,8.02,
544539,-10.05,-4.01,
545362,-9.65,-28.08,
546185,-11.26,-28.08,
547008,-9.25,-56.17,
547832,-13.66,-64.19,
548657,-10.46,-64.19,
549481,-22.89,-64.19,
550304,-26.1,-68.2,
551128,-28.11,-92.27,
551951,-34.53,-100.3,
552776,-40.54,-128.38,
553602,-54.18,-128.38,
554426,-56.19,-132.39,
555251,-59,-144.43,
556074,-63.41,-188.55,
556899,-65.02,-172.51,
557723,-58.6,-164.48,
558547,-67.02,-188.55,
559371,-59.8,-228.67,
560195,-71.43,-192.57,
561019,-72.24,-212.63,
561844,-73.84,-244.72,
562668,-78.66,-248.73,
563492,-81.46,-240.71,
564316,-95.51,-248.73,
565140,-92.3,-268.79,
565962,-96.31,-248.73,
566788,-91.09,-252.74,
567612,-90.69,-268.79,
568436,-88.69,-244.72,
569260,-88.69,-244.72,
570084,-96.71,-252.74,
570909,-83.07,-256.76,
571733,-81.06,-252.74,
572558,-81.86,-252.74,
573381,-79.46,-252.74,
574204,-86.28,-232.69,
575026,-86.68,-200.59,
575850,-90.29,-240.71,
576675,-81.86,-216.64,
577500,-77.05,-196.58,
578324,-69.43,-196.58,
579149,-59,-200.59,
579972,-64.21,-176.52,
580796,-61.41,-148.44,
581619,-50.57,-168.5,
582443,-50.57,-148.44,
583266,-41.35,-136.4,
584091,-42.15,-112.33,
584914,-53.78,-112.33,
585739,-43.35,-112.33,
586564,-34.12,-92.27,
587388,-32.52,-72.21,
588212,-24.5,-68.2,
589035,-19.68,-52.16,
589860,-22.09,-60.18,
590683,-9.65,-40.12,
591507,-2.43,-24.07,
592330,2.38,-24.07,
593154,10,16.05,
593976,12.81,12.03,
594800,-0.43,28.08,
595623,7.6,4.01,
596447,12.01,48.14,
597270,13.62,36.1,
598095,20.84,32.09,
598919,22.84,44.13,
599743,14.82,48.14,
600566,20.84,48.14,
601390,22.04,52.15,
602214,21.64,64.19,
603036,27.26,60.18,
603861,29.66,56.16,
604684,12.01,68.2,
605509,21.24,56.16,
606334,24.45,72.21,
607159,23.24,80.23,
607983,25.25,80.23,
608807,26.05,92.27,
609631,19.63,80.23,
610455,32.87,84.25,
611278,42.1,84.25,
612102,36.08,96.28,
612924,40.9,64.19,
613748,38.49,84.25,
614571,26.05,88.26,
615394,32.07,76.22,
616218,34.48,100.29,
617041,28.06,108.32,
617865,31.27,84.25,
618688,36.08,88.26,
619513,21.24,84.25,
620337,36.08,88.26,
621160,39.69,92.27,
621983,38.89,88.26,
622808,38.09,84.25,
623634,37.28,76.22,
624458,29.26,80.23,
625281,32.87,84.25,
626106,30.87,92.27,
626929,25.65,80.23,
627753,29.66,68.2,
628577,28.86,60.18,
629400,21.64,56.16,
630225,28.06,68.2,
631046,29.66,60.17,
631871,30.06,48.14,
632694,30.06,68.2,
633519,31.27,68.2,
634343,20.84,64.18,
635167,18.43,44.13,
635989,21.64,52.15,
636814,17.23,44.13,
637638,16.02,44.13,
638462,15.22,48.14,
639285,13.21,32.09,
640108,12.01,36.1,
640930,18.03,32.09,
641754,22.84,8.02,
642577,12.01,16.04,
643400,12.01,-24.07,
644225,4.79,-40.12,
645047,-8.45,-24.07,
645872,-11.66,-36.11,
646697,-11.66,-64.19,
647521,-20.08,-68.2,
648346,-26.5,-64.19,
649170,-30.51,-84.25,
649992,-36.13,-104.31,
650817,-36.13,-104.31,
651641,-30.11,-100.3,
652463,-36.93,-140.42,
653286,-37.33,-148.44,
654112,-45.76,-128.38,
654935,-56.99,-156.46,
655759,-60.2,-172.51,
656582,-61,-180.53,
657406,-72.64,-188.56,
658230,-74.24,-192.57,
659054,-72.64,-212.63,
659879,-85.48,-208.62,
660701,-83.47,-228.67,
661525,-78.66,-220.65,
662349,-87.48,-240.71,
663172,-83.47,-260.77,
663995,-84.27,-244.72,
664819,-95.1,-240.71,
665643,-93.9,-260.77,
666466,-88.28,-280.83,
667289,-88.69,-260.77,
668113,-91.89,-232.69,
668937,-89.49,-248.73,
669761,-96.31,-256.76,
670585,-92.3,-240.71,
671409,-84.67,-240.71,
672232,-85.48,-248.73,
673055,-79.46,-240.71,
673879,-77.85,-212.63,
674703,-85.07,-224.66,
675526,-77.05,-216.64,
676350,-71.03,-212.63,
677174,-80.66,-196.58,
677997,-71.43,-196.58,
678822,-65.02,-176.52,
679646,-75.05,-176.52,
680471,-66.62,-160.47,
681294,-61.41,-144.43,
682119,-53.38,-116.35,
682941,-44.15,-136.4,
683765,-34.53,-112.33,
684589,-42.55,-84.25,
685414,-36.13,-88.26,
686238,-24.5,-92.27,
687060,-24.9,-64.19,
687884,-23.29,-60.18,
688707,-18.08,-48.14,
689530,-23.29,-52.16,
690355,-12.46,-24.07,
691179,0.78,-8.02,
692002,2.38,-4.01,
692827,9.6,8.02,
693653,14.42,24.07,
694476,-0.02,36.1,
695299,9.6,28.08,
696122,14.02,52.15,
696945,9.6,32.09,
697769,17.63,36.1,
698593,20.44,36.11,
699417,9.6,32.09,
700242,11.21,56.16,
701064,18.03,56.16,
701887,18.43,60.18,
702711,24.05,68.2,
703535,34.08,56.16,
704358,22.44,64.18,
705182,32.47,56.16,
706005,34.08,60.18,
706829,31.67,72.21,
707654,32.07,72.21,
708479,27.66,80.23,
709303,23.64,76.22,
710127,25.65,76.22,
710949,35.28,88.26,
711773,33.27,80.23,
712597,37.28,76.22,
713421,36.88,80.23,
714244,33.27,100.29,
715067,30.06,88.26,
715891,43.3,68.2,
716716,39.29,92.27,
717540,40.9,84.25,
718363,36.88,92.27,
719186,34.88,88.26,
720010,26.05,84.25,
720835,27.26,92.27,
721658,34.48,92.27,
722483,32.87,100.29,
723306,40.09,88.26,
724131,37.69,76.22,
724955,33.27,72.21,
725780,34.48,68.2,
726603,37.28,72.21,
727429,32.47,84.25,
728252,36.48,68.2,
729076,34.48,72.21,
729900,21.64,68.2,
730724,20.84,76.22,
731548,22.44,60.17,
732372,26.85,56.16,
733198,26.05,56.16,
734021,20.03,48.14,
734844,10.41,44.13,
735667,23.64,40.12,
736492,26.45,32.09,
737316,20.44,40.12,
738140,23.64,36.1,
738962,20.84,36.1,
739788,1.98,20.06,
740612,6.8,16.04,
741436,3.18,20.06,
742258,-2.03,4.01,
743082,2.38,-24.07,
743905,-6.84,-40.12,
744728,-18.08,-40.12,
745554,-15.67,-56.17,
746377,-10.46,-64.19,
747202,-16.87,-76.23,
748024,-17.68,-84.25,
748847,-24.9,-100.3,
749673,-42.95,-108.32,
750498,-41.35,-120.35,
751322,-53.78,-124.37,
752147,-57.39,-140.41,
752970,-50.17,-148.44,
753794,-52.18,-176.52,
754616,-61.41,-172.51,
755440,-61.41,-172.51,
756264,-63.41,-192.57,
757088,-69.43,-228.67,
757913,-71.43,-208.61,
758738,-74.24,-208.62,
759563,-85.07,-232.69,
760387,-83.47,-244.72,
761211,-84.27,-236.7,
762034,-93.1,-220.65,
762857,-91.89,-252.74,
763681,-89.09,-244.72,
764505,-95.51,-252.74,
765330,-94.3,-248.73,
766154,-84.27,-260.77,
766978,-88.28,-260.77,
767802,-87.08,-252.74,
768627,-93.1,-244.72,
769451,-98.71,-236.7,
770274,-90.29,-248.73,
771096,-85.48,-248.73,
771919,-94.7,-244.72,
772745,-88.69,-212.63,
773572,-81.46,-220.65,
774397,-90.69,-204.6,
775221,-84.27,-196.58,
776045,-74.24,-188.56,
776868,-68.23,-200.59,
777691,-56.19,-188.55,
778514,-56.19,-160.47,
779338,-65.82,-148.44,
780163,-50.97,-148.44,
780986,-45.36,-140.41,
781808,-48.57,-128.38,
782631,-52.18,-104.31,
783457,-36.53,-100.3,
784279,-45.36,-100.3,
785103,-33.72,-84.25,
785928,-23.29,-64.19,
786752,-20.89,-52.16,
787575,-13.26,-56.17,
788398,-6.84,-44.13,
789222,-12.86,-24.07,
790045,-4.04,-4.01,
790869,3.99,4.01,
791692,6.39,12.03,
792517,9.2,12.03,
793341,5.59,32.09,
794166,8.8,28.08,
794988,10.41,36.1,
795813,12.41,36.1,
796637,18.43,36.11,
797461,16.82,44.13,
798284,28.06,56.16,
799108,21.24,32.09,
799930,21.64,64.19,
800754,25.25,72.21,
801577,30.46,56.16,
802401,28.06,60.17,
803225,26.05,48.14,
804048,24.05,76.22,
804871,20.44,72.21,
805695,26.45,68.2,
806519,24.85,96.28,
807343,28.46,76.22,
808167,32.07,92.27,
808989,42.9,72.21,
809813,34.48,76.22,
810638,33.67,80.23,
811461,40.49,80.23,
812285,37.69,88.26,
813109,42.5,80.23,
813931,25.65,96.28,
814756,27.26,92.27,
815580,35.28,88.26,
816403,39.29,88.26,
817226,39.69,88.26,
818049,40.49,88.26,
818873,39.29,108.32,
819697,21.24,92.27,
820521,29.26,76.22,
821346,35.28,80.23,
822168,33.67,76.22,
822992,40.49,84.25,
823817,32.47,80.23,
824642,18.43,84.25,
825465,31.67,80.23,
826290,33.27,76.22,
827115,30.87,72.21,
827936,38.49,60.17,
828760,34.88,68.2,
829583,21.64,56.16,
830407,26.85,56.16,
831231,28.46,68.2,
832053,26.45,44.13,
832877,27.66,56.16,
833700,23.64,48.14,
834523,5.99,52.15,
835347,9.6,48.14,
836170,15.62,24.07,
836992,5.99,36.1,
837816,13.62,28.08,
838639,22.04,28.08,
839463,0.78,20.06,
840286,13.62,16.04,
841111,8.8,0,
841934,0.38,-28.08,
842760,-1.23,-40.12,
843586,-4.44,-44.13,
844410,-20.89,-52.16,
845234,-31.32,-68.2,
846057,-20.48,-64.19,
846881,-35.33,-92.27,
847705,-28.51,-108.32,
848530,-36.93,-104.31,
849354,-46.56,-120.36,
850179,-44.15,-124.37,
851003,-44.96,-156.46,
851829,-55.39,-144.43,
852653,-56.99,-152.45,
853476,-53.38,-176.52,
854298,-77.45,-216.64,
855123,-73.04,-176.52,
855945,-73.84,-192.57,
856768,-81.06,-204.6,
857593,-77.85,-220.65,
858417,-79.46,-220.65,
859240,-97.11,-232.69,
860063,-88.69,-248.73,
860887,-80.66,-240.71,
861711,-87.08,-256.76,
862535,-83.87,-252.74,
863357,-81.06,-252.74,
864181,-95.1,-260.77,
865004,-91.89,-256.76,
865831,-104.73,-228.67,
866656,-100.72,-248.73,
867481,-97.11,-256.76,
868305,-91.89,-244.72,
869130,-100.72,-232.69,
869954,-90.69,-216.64,
870779,-83.07,-244.72,
871604,-85.48,-240.71,
872427,-72.24,-212.63,
873250,-67.02,-216.64,
874072,-73.84,-216.64,
874897,-73.84,-184.54,
875722,-67.42,-172.51,
876548,-73.04,-188.56,
877371,-63.81,-168.5,
878194,-49.77,-164.48,
879015,-51.38,-128.38,
879838,-50.57,-124.37,
880663,-42.95,-148.44,
881487,-37.33,-128.38,
882310,-36.53,-100.3,
883134,-34.12,-68.2,
883956,-26.5,-76.23,
884780,-29.31,-72.21,
885603,-27.71,-60.18,
886427,-18.88,-44.13,
887251,-15.27,-44.13,
888073,-8.05,-32.09,
888897,-0.43,-4.01,
889723,-5.64,-8.03,
890547,4.79,12.03,
891374,18.03,12.03,
892198,15.22,32.09,
893019,23.24,28.08,
893843,22.04,28.08,
894668,13.21,48.14,
895492,16.82,44.13,
896316,15.22,44.13,
897140,14.02,36.1,
897963,17.23,56.16,
898786,25.65,60.18,
899611,18.03,68.2,
900436,20.44,76.22,
901260,26.45,68.2,
902085,31.67,84.25,
902908,36.88,72.21,
903732,34.48,68.2,
904558,20.03,80.23,
905382,31.27,76.22,
906208,35.28,76.22,
907030,32.87,84.25,
907855,32.47,72.21,
908679,32.87,76.22,
909503,23.64,96.28,
910326,30.06,88.26,
911149,38.49,80.23,
911972,30.46,104.3,
912797,36.48,92.27,
913622,36.48,96.28,
914447,28.86,76.22,
915270,32.87,92.27,
916093,36.88,84.25,
916914,30.06,96.28,
917737,31.67,88.26,
918561,33.27,80.23,
919385,28.06,80.23,
920210,26.45,80.23,
921034,27.26,88.26,
921859,33.27,64.18,
922683,36.48,64.19,
923506,39.69,72.21,
924330,26.85,72.21,
925155,28.46,72.21,
925977,32.87,60.18,
926801,26.05,72.21,
927624,24.05,60.18,
928448,22.44,64.18,
929270,11.21,60.18,
930095,22.84,56.16,
930918,23.64,48.14,
931741,14.02,68.2,
932564,23.24,44.13,
933389,31.27,48.14,
934213,13.62,44.13,
935035,19.63,28.08,
935859,22.44,32.09,
936683,10,36.11,
937509,13.21,20.06,
938332,17.63,20.06,
939156,-6.44,12.03,
939977,-6.84,4.01,
940801,-6.44,-20.06,
941625,-10.86,-32.1,
942450,-9.65,-40.12,
943273,-6.44,-44.13,
944096,-28.11,-60.18,
944919,-21.29,-76.23,
945743,-23.69,-88.26,
946568,-36.13,-96.28,
947390,-30.51,-128.38,
948214,-34.93,-116.34,
949037,-53.78,-112.33,
949860,-52.98,-136.4,
950684,-55.79,-160.47,
951507,-60.6,-160.47,
952331,-58.6,-180.53,
953156,-62.61,-176.52,
953979,-65.82,-196.58,
954803,-69.83,-204.6,
955628,-70.63,-212.63,
956453,-75.85,-196.58,
957276,-77.45,-224.66,
958100,-75.45,-248.73,
958923,-88.28,-256.76,
959747,-103.93,-208.61,
960572,-95.91,-244.72,
961396,-90.29,-256.76,
962220,-89.49,-240.71,
963044,-89.89,-228.67,
963868,-95.51,-244.72,
964693,-87.48,-256.76,
965517,-93.1,-252.74,
966342,-81.06,-240.71,
967165,-81.46,-256.76,
967989,-80.66,-244.72,
968813,-82.27,-236.7,
969637,-90.29,-228.67,
970462,-88.69,-224.66,
971285,-76.25,-216.64,
972109,-74.64,-220.65,
972931,-67.82,-208.62,
973754,-70.63,-188.55,
974579,-75.85,-180.53,
975403,-66.22,-176.52,
976229,-57.39,-156.46,
977053,-54.58,-148.44,
977876,-51.78,-144.43,
978701,-48.17,-132.39,
979525,-46.56,-116.35,
980349,-45.76,-112.33,
981174,-37.74,-112.33,
981998,-34.53,-92.27,
982822,-26.5,-76.23,
983646,-23.69,-64.19,
984471,-24.1,-64.19,
985295,-19.28,-24.07,
986120,-10.46,-32.1,
986943,-11.26,-28.08,
987767,1.58,8.02,
Time (us),Volts (mV),Amps (mA),Frequency (Hz)
0,4.58,8.02,100
825,6.18,16.05,
1648,14.21,20.06,
2471,15.01,40.12,
3295,25.44,48.14,
4117,26.24,32.09,
4940,16.21,52.15,
5765,24.24,56.16,
6589,27.85,44.13,
7413,26.64,60.18,
8235,33.06,52.15,
9059,27.45,68.2,
9883,16.62,56.16,
10706,23.84,68.2,
11531,29.05,60.18,
12354,26.64,60.18,
13177,31.46,84.25,
14003,39.48,68.2,
14827,30.26,84.25,
15650,41.09,68.2,
16474,43.09,68.2,
17297,39.48,84.25,
18122,44.3,72.21,
18946,43.09,80.24,
19769,21.83,88.26,
20593,31.86,92.27,
21417,39.08,88.26,
22242,34.27,88.26,
23067,38.68,108.32,
23890,44.3,100.3,
24715,34.67,84.25,
25540,47.1,88.26,
26362,49.11,92.27,
27186,44.7,108.32,
28010,45.5,96.28,
28835,47.51,88.26,
29660,34.27,80.24,
30484,35.07,88.26,
31308,33.06,72.21,
32131,34.27,88.26,
32954,37.08,84.25,
33778,39.48,84.25,
34604,31.46,68.2,
35426,39.88,80.23,
36249,41.09,72.21,
37071,34.67,72.21,
37895,36.27,64.19,
38719,36.27,68.2,
39543,20.23,72.21,
40368,25.04,64.19,
41192,27.45,60.18,
42016,19.42,60.18,
42839,21.43,48.14,
43662,24.64,48.14,
44486,12.2,52.15,
45309,24.64,36.11,
46132,28.25,40.12,
46955,24.64,32.09,
47778,26.64,28.08,
48603,26.24,40.12,
49425,9.39,-4.01,
50249,5.78,-20.06,
51071,-5.85,-8.02,
51896,-7.86,-24.07,
52720,-8.66,-60.18,
53545,-7.46,-48.14,
54368,-21.9,-48.14,
55191,-22.7,-72.21,
56015,-23.5,-88.26,
56840,-21.9,-88.26,
57665,-28.72,-92.27,
58490,-26.31,-132.39,
59314,-36.74,-116.34,
60136,-42.76,-140.41,
60961,-43.96,-140.41,
61784,-62.02,-164.48,
62608,-55.2,-172.51,
63432,-53.59,-156.46,
64256,-65.63,-180.53,
65078,-70.84,-200.59,
65902,-66.43,-216.64,
66726,-65.63,-200.59,
67549,-74.85,-220.65,
68373,-69.24,-228.67,
69196,-76.06,-252.74,
70021,-86.09,-232.69,
70846,-82.88,-236.69,
71669,-80.87,-264.78,
72494,-88.09,-256.75,
73318,-85.28,-256.76,
74139,-87.29,-228.67,
74963,-94.91,-236.7,
75787,-88.89,-272.8,
76611,-81.67,-244.72,
77434,-86.89,-244.72,
78258,-72.45,-240.71,
79081,-72.85,-264.78,
79905,-84.08,-224.66,
80730,-78.86,-200.59,
81553,-73.65,-228.67,
82378,-78.06,-216.64,
83200,-73.25,-204.6,
84023,-72.45,-196.58,
84849,-77.26,-168.49,
85674,-64.02,-176.52,
86498,-50.38,-168.5,
87323,-44.76,-144.42,
88145,-41.15,-128.38,
88969,-36.74,-128.38,
89792,-43.56,-120.35,
90616,-35.14,-100.29,
91440,-27.92,-104.31,
92265,-26.71,-104.31,
93089,-35.54,-68.2,
93913,-21.9,-68.2,
94736,-29.92,-52.15,
95561,-20.29,-40.12,
96385,-12.27,-28.08,
97208,-6.65,-24.07,
98032,2.57,-12.04,
98855,14.21,4.01,
99679,5.78,28.08,
100504,13.81,12.04,
101331,13.81,32.09,
102155,18.22,36.11,
102979,18.22,44.13,
103803,20.63,28.08,
104626,14.61,60.18,
105449,24.64,56.16,
106272,26.24,56.16,
107096,22.63,60.18,
107921,28.65,60.18,
108744,43.09,64.19,
109568,29.85,60.18,
110391,32.66,64.19,
111214,37.88,64.19,
112037,33.46,68.2,
112862,37.88,64.19,
113686,26.64,68.2,
114511,20.23,76.22,
115335,31.86,80.24,
116158,35.87,72.21,
116983,25.44,92.27,
117806,34.27,76.23,
118630,42.29,80.24,
119452,29.05,84.25,
120277,44.3,92.27,
121100,46.7,88.26,
121924,40.69,80.24,
122748,41.89,100.29,
123574,45.5,108.32,
124398,22.23,100.29,
125222,37.48,84.25,
126047,37.08,84.25,
126871,35.07,96.28,
127695,39.08,88.26,
128518,49.91,88.26,
129342,31.46,84.25,
130165,37.08,88.26,
130990,38.68,84.25,
131814,35.07,76.22,
132638,41.09,84.25,
133460,41.09,80.24,
134283,18.62,80.23,
135106,23.84,64.19,
135929,30.66,68.2,
136753,29.45,60.18,
137577,27.45,76.22,
138401,34.27,56.17,
139224,23.84,60.18,
140047,26.64,40.12,
140870,34.67,56.16,
141694,31.86,48.14,
142518,32.66,44.13,
143342,25.84,52.15,
144164,22.63,52.15,
144988,13.81,28.08,
145810,13.81,28.08,
146635,21.03,24.07,
147459,16.62,48.14,
148283,18.62,8.02,
149105,8.59,4.01,
149929,4.98,-28.08,
150752,6.18,-24.07,
151575,4.18,-52.15,
152399,-3.44,-48.14,
153221,-5.45,-60.18,
154045,-13.87,-80.23,
154868,-25.91,-92.27,
155694,-35.94,-80.24,
156517,-31.53,-104.31,
157342,-39.55,-112.33,
158166,-36.34,-116.34,
158990,-39.95,-132.39,
159814,-47.57,-152.45,
160637,-49.18,-152.45,
161459,-50.78,-148.44,
162284,-55.2,-172.51,
163108,-55.6,-204.6,
163933,-66.43,-200.59,
164759,-80.07,-200.59,
165583,-80.07,-220.65,
166407,-79.67,-248.73,
167230,-84.48,-228.67,
168055,-78.86,-224.66,
168880,-82.07,-240.71,
169705,-81.27,-244.72,
170530,-78.86,-240.71,
171354,-77.26,-240.71,
172178,-81.67,-256.75,
173003,-78.06,-264.78,
173828,-81.27,-244.72,
174653,-92.91,-244.72,
175477,-94.11,-244.72,
176299,-93.71,-244.72,
177122,-88.49,-248.73,
177947,-81.67,-244.72,
178772,-81.67,-228.67,
179597,-87.69,-236.7,
180421,-79.67,-232.68,
181245,-76.46,-196.58,
182068,-63.62,-196.58,
182891,-60.41,-196.58,
183716,-54.79,-196.58,
184540,-65.23,-164.48,
185363,-58,-156.46,
186186,-47.57,-156.46,
187010,-52.39,-156.46,
187834,-49.18,-132.39,
188656,-40.35,-128.38,
189482,-47.17,-108.32,
190306,-30.72,-100.3,
191129,-27.51,-84.25,
191953,-27.51,-72.21,
192776,-20.69,-48.14,
193600,-14.68,-40.12,
194422,-20.29,-32.09,
195246,-11.07,-36.11,
196069,-7.05,-24.07,
196893,-10.66,0,
197717,8.59,-4.01,
198542,14.61,20.06,
199365,0.97,24.07,
200188,11,20.06,
201012,15.81,52.15,
201836,11.4,36.11,
202661,28.25,32.09,
203485,29.85,48.14,
204309,15.41,68.2,
205132,23.03,56.16,
205955,26.64,64.19,
206779,16.62,80.23,
207604,21.43,56.16,
208426,30.66,60.18,
209251,19.02,56.16,
210073,28.65,68.2,
210896,29.85,84.25,
211720,29.05,72.21,
212543,34.67,100.29,
213367,39.08,80.24,
214190,38.28,80.23,
215014,39.48,88.26,
215839,32.26,80.24,
216662,41.09,76.23,
217486,38.28,92.27,
218310,44.3,96.28,
219132,38.68,88.26,
219956,39.88,96.28,
220780,39.88,104.31,
221603,39.08,100.3,
222425,42.69,96.28,
223249,45.9,96.28,
224070,32.26,96.28,
224896,31.06,100.29,
225723,37.88,80.23,
226548,43.9,80.23,
227372,34.67,88.26,
228195,41.89,96.28,
229018,35.07,84.25,
229843,35.07,80.23,
230667,27.05,80.24,
231492,34.27,80.24,
232317,37.08,56.16,
233142,42.29,68.2,
233965,47.1,64.19,
234789,35.47,68.2,
235613,34.67,64.19,
236436,37.88,64.19,
237260,28.25,76.22,
238083,32.66,72.21,
238907,17.02,72.21,
239731,13.81,52.15,
240554,21.83,72.21,
241378,22.23,64.19,
242201,23.44,48.14,
243024,25.44,16.04,
243849,32.66,40.12,
244671,21.43,28.08,
245496,23.44,20.06,
246321,23.03,20.06,
247143,15.41,12.04,
247967,9.39,-8.02,
248791,2.17,-16.05,
249615,-17.08,-28.08,
250439,-9.46,-36.11,
251263,-13.07,-32.09,
252085,-15.48,-56.16,
252909,-14.28,-72.21,
253732,-12.67,-104.31,
254555,-30.72,-88.26,
255378,-30.72,-88.26,
256202,-31.53,-120.35,
257028,-38.35,-148.44,
257853,-39.55,-136.4,
258677,-47.57,-148.44,
259501,-67.63,-164.48,
260326,-59.61,-172.5,
261148,-61.61,-168.49,
261972,-67.23,-192.57,
262797,-72.05,-204.6,
263622,-66.43,-204.6,
264444,-81.67,-228.67,
265268,-71.64,-224.66,
266091,-72.05,-228.67,
266917,-79.67,-236.69,
267741,-78.86,-240.71,
268567,-78.86,-244.72,
269391,-94.51,-248.73,
270214,-98.52,-248.73,
271039,-84.88,-268.79,
271863,-92.1,-244.72,
272688,-90.9,-224.66,
273513,-86.89,-256.75,
274338,-94.11,-260.77,
275162,-86.49,-240.71,
275988,-80.07,-244.72,
276812,-80.07,-256.76,
277636,-82.88,-232.68,
278460,-71.24,-212.62,
279285,-82.88,-224.66,
280107,-77.66,-208.61,
