Time (us),Volts (mV),Amps (mA),Frequency (Hz)
10838786,26.98,64.19,
10921527,29.12,72.21,
11004266,28.31,72.21,
11087006,21.89,50.82,
11169743,37.67,48.14,
11252482,29.12,72.21,
11335219,38.48,56.17,
11417957,37.67,21.4,
11500696,38.74,56.17,
11583435,40.35,64.19,
11666174,27.51,48.14,
11748914,37.14,45.47,
11831652,31.26,42.8,
11914390,39.81,77.57,
11997129,35.8,45.47,
12079868,35.27,85.59,
12162607,41.95,80.24,
12245347,28.31,34.77,
12328085,44.09,53.49,
12410823,36.6,56.17,
12493564,47.03,45.47,
12576304,45.7,21.4,
12659042,55.06,50.82,
12741780,44.9,74.89,
12824517,33.66,64.19,
12907256,34.73,82.91,
12989995,40.35,56.17,
13072734,43.02,26.75,
13155473,42.22,53.49,
13238213,39.55,66.86,
13320953,36.34,72.21,
13403692,19.75,72.21,
13486431,25.91,45.47,
13569169,30.72,77.56,
13651909,32.86,69.54,
13734645,36.07,50.82,
13817384,38.48,45.47,
13900123,34.73,40.12,
13982862,26.71,24.07,
14065600,33.13,45.47,
14148337,27.24,48.14,
14231076,38.48,5.35,
14313814,27.78,58.85,
14396553,32.06,13.37,
14479292,25.64,42.8,
14562030,12.8,45.47,
14644769,24.03,29.42,
14727509,13.87,42.79,
14810247,14.94,18.73,
14892988,7.99,18.73,
14975727,-0.57,-5.35,
15058467,4.51,-29.42,
15141205,-5.39,-26.74,
15223945,5.58,-29.42,
15306682,-5.65,-29.41,
15389421,3.98,-53.49,
15472161,-4.58,-32.09,
15554900,-0.84,-58.84,
15637638,-4.58,-26.75,
15720377,-15.01,-13.37,
15803118,-11.8,-29.42,
15885859,-23.84,-21.4,
15968596,-15.82,-50.82,
16051335,-20.63,-50.82,
16134074,-21.43,-40.11,
16216812,-16.89,-66.86,
16299551,-26.78,-34.77,
16382291,-24.64,-66.86,
16465030,-31.86,-56.16,
16547767,-21.7,-69.53,
16630506,-30.26,-64.18,
16713246,-19.03,-48.14,
16795986,-24.11,-58.84,
16878724,-23.84,-61.51,
16961462,-31.33,-56.16,
17044201,-35.61,-42.79,
17126940,-24.11,-90.93,
17209678,-27.05,-69.54,
17292417,-26.51,-74.89,
17375158,-29.72,-101.63,
17457896,-25.71,-66.86,
17540634,-31.33,-88.26,
17623373,-35.88,-69.54,
17706115,-26.25,-85.59,
17788852,-35.34,-66.86,
17871592,-29.99,-74.88,
17954332,-27.85,-56.16,
18037069,-25.71,-61.51,
18119808,-38.01,-66.86,
18202546,-39.08,-48.14,
18285285,-27.85,-58.84,
18368024,-26.25,-74.89,
18450762,-13.94,-37.44,
18533503,-23.3,-69.53,
18616242,-24.37,-66.86,
18698981,-28.12,-50.82,
18781720,-34,-10.69,
18864458,-19.56,-45.46,
18947198,-20.1,-21.39,
19029938,-13.41,-45.47,
19112675,-12.34,-69.53,
19195414,-16.89,-5.34,
19278154,-11,-69.54,
19360894,-26.25,-10.7,
19443631,-11.8,-21.4,
19526369,-18.49,-34.77,
19609108,-0.84,-18.72,
19691849,-2.71,-18.72,
19774588,1.03,-34.77,
19857326,9.59,2.68,
19940063,7.99,-2.67,
20022801,12.53,10.7,
20105540,22.43,0,
20188281,25.37,45.47,
20271020,27.51,-8.02,
20353758,20.29,13.37,
20436497,18.69,16.05,
20519237,18.42,10.7,
20601977,25.1,45.47,
20684715,17.08,69.54,
20767454,22.7,24.07,
20850193,26.98,50.82,
20932933,33.4,77.57,
21015670,37.14,37.45,
21098409,25.91,37.44,
21181146,37.67,45.47,
21263885,35.27,32.1,
21346623,38.21,69.54,
21429363,37.41,50.82,
21512104,36.6,45.47,
21594843,45.7,77.56,
21677581,30.45,50.82,
21760320,39.01,45.47,
21843060,30.99,88.26,
21925797,44.63,48.14,
22008537,37.14,32.1,
22091276,38.48,37.44,
22174014,43.29,21.4,
22256753,24.3,24.07,
22339492,44.36,53.49,
22422231,40.35,45.47,
22504972,42.76,74.89,
22587709,43.83,45.47,
22670448,41.15,32.09,
22753188,51.58,13.37,
22835927,33.13,53.49,
22918666,46.77,50.82,
23001405,45.43,42.8,
23084143,39.28,80.24,
23166883,36.87,34.77,
23249619,38.48,80.24,
23332360,37.94,66.86,
23415099,20.56,58.84,
23497838,30.19,58.84,
23580576,28.58,58.84,
23663315,27.24,40.12,
23746051,31.26,64.19,
23828790,33.13,53.49,
23911528,29.65,56.17,
23994268,24.3,26.75,
24077006,32.86,32.1,
24159744,26.98,34.77,
24242481,30.19,42.8,
24325222,29.92,48.14,
24407960,35.8,34.77,
24490699,31.52,-8.02,
24573437,16.01,24.07,
24656176,19.22,18.73,
24738918,21.09,18.72,
24821654,22.43,-2.67,
24904394,0.5,-18.72,
24987133,6.38,-21.39,
25069873,-0.84,-42.79,
25152609,-7.26,18.73,
25235349,-3.78,-16.04,
25318089,-9.4,-34.77,
25400828,-8.59,-29.42,
25483567,-8.06,-21.39,
25566305,-5.65,-24.07,
25649043,-8.33,-29.42,
25731782,-4.58,-45.47,
25814521,-15.82,-50.82,
25897259,-17.69,-45.46,
25979996,-19.29,-56.16,
26062733,-14.21,-64.18,
26145473,-14.75,-45.46,
26228214,-22.77,-58.84,
26310953,-27.05,-50.82,
26393690,-35.61,-29.42,
26476430,-37.48,-45.47,
26559170,-34,-56.16,
26641909,-35.07,-66.86,
26724646,-22.5,-80.23,
26807385,-29.19,-74.88,
26890124,-29.46,-26.75,
26972863,-31.06,-77.56,
27055601,-38.55,-74.89,
27138342,-25.18,-80.23,
27221079,-29.72,-64.19,
27303817,-27.58,-74.88,
27386556,-19.83,-80.23,
27469297,-30.26,-88.26,
27552035,-32.4,-80.23,
27634773,-39.89,-37.44,
27717514,-28.39,-58.84,
27800253,-28.39,-58.84,
27882992,-27.58,-61.51,
27965731,-31.86,-82.91,
28048471,-40.42,-48.14,
28131211,-32.67,-56.16,
28213950,-39.08,-72.21,
28296686,-26.78,-45.46,
28379425,-23.04,-56.16,
28462164,-20.63,-56.16,
28544903,-23.57,-69.53,
28627641,-15.01,-48.14,
28710381,-19.03,-42.79,
28793121,-25.44,-21.4,
28875859,-9.93,-29.42,
28958598,-19.03,-53.49,
29041338,-14.48,-16.04,
29124076,-21.43,-13.37,
29206815,-6.99,-40.11,
29289553,-14.48,-32.09,
29372292,-12.07,-40.12,
29455029,-13.68,8.02,
29537768,-16.35,-34.76,
29620505,-0.04,-8.02,
29703245,-2.71,-21.39,
29785984,10.39,16.05,
29868722,12.53,21.4,
29951460,8.79,13.37,
30034201,23.5,10.7,
30116943,14.14,45.47,
30199681,27.51,32.1,
30282420,27.51,16.05,
30365160,30.99,18.73,
30447899,25.1,42.79,
30530638,13.07,24.07,
30613377,20.56,13.38,
30696116,20.29,32.1,
30778856,22.96,56.17,
30861596,24.57,53.49,
30944336,22.16,37.45,
31027074,30.45,53.49,
31109810,29.65,53.49,
31192549,37.41,53.5,
31275289,31.79,50.82,
31358027,40.08,40.12,
31440765,40.08,26.75,
31523501,41.69,80.24,
31606241,43.56,72.21,
31688979,41.69,61.52,
31771717,37.94,32.1,
31854457,34.73,34.77,
31937194,36.6,42.8,
32019935,37.41,37.45,
32102674,42.49,42.8,
32185413,37.67,77.56,
32268153,39.01,32.09,
32350893,31.79,69.54,
32433630,30.99,40.12,
32516370,42.49,69.54,
32599110,39.01,72.21,
32681849,46.5,45.47,
32764586,43.56,77.56,
32847326,47.03,53.5,
32930066,37.14,58.84,
33012804,37.94,53.49,
33095542,43.02,64.19,
33178280,41.69,16.05,
33261020,41.42,72.21,
33343757,46.5,48.14,
33426495,37.41,58.84,
33509235,29.92,56.17,
33591974,32.86,53.49,
33674712,28.31,40.12,
33757450,27.78,34.77,
33840189,29.92,53.49,
33922929,28.31,56.17,
34005666,38.21,10.7,
34088405,25.64,37.44,
34171144,27.51,-26.74,
34253882,29.12,29.42,
34336620,24.57,24.07,
34419359,28.85,18.73,
34502099,31.52,18.72,
34584838,23.5,5.35,
34667577,26.71,13.37,
34750317,17.62,21.4,
34833056,11.46,-29.42,
34915794,2.91,16.05,
34998534,2.37,-18.72,
35081274,-5.12,0,
35164012,0.23,-50.82,
35246748,-11,-26.74,
35329486,-27.32,-10.7,
35412224,-8.86,-32.09,
35494963,-18.49,-72.21,
35577701,-2.98,-40.12,
35660441,-13.94,-37.44,
35743181,-10.2,-37.44,
35825920,-9.13,-53.49,
35908657,-20.36,-53.49,
35991397,-17.15,-50.81,
36074136,-14.21,-69.54,
36156876,-9.4,-40.11,
36239615,-23.3,-61.51,
36322354,-21.7,-53.49,
36405092,-28.92,-50.82,
36487829,-36.14,-74.89,
36570568,-28.12,-93.61,
36653306,-39.35,-80.23,
36736044,-24.11,-66.86,
36818783,-40.69,-69.54,
36901524,-27.58,-56.16,
36984265,-28.39,-50.81,
37067004,-36.94,-66.86,
37149739,-28.92,-40.11,
37232479,-32.67,-69.54,
37315218,-21.43,-69.54,
37397957,-28.12,-66.86,
37480695,-21.17,-80.23,
37563436,-29.72,-69.53,
37646174,-38.82,-69.53,
37728913,-31.6,-26.74,
37811652,-37.21,-66.86,
37894390,-30.53,-72.21,
37977131,-34.81,-74.88,
38059871,-25.98,-82.91,
38142609,-30.79,-56.16,
38225348,-48.18,-58.84,
38308088,-25.98,-48.14,
38390827,-22.77,-66.86,
38473567,-21.43,-24.07,
38556306,-22.5,-58.84,
38639043,-14.75,-21.39,
38721782,-11.8,-64.19,
38804521,-27.32,-34.77,
38887260,-11,-40.11,
38969998,-14.21,-50.81,
39052735,-12.61,-50.82,
39135473,-13.94,-50.81,
39218213,-11,-48.14,
39300953,-10.2,-64.19,
39383691,-20.63,-34.77,
39466431,-11,-29.42,
39549172,-6.72,-42.79,
39631910,-12.87,21.4,
39714649,3.17,-2.67,
39797389,17.08,26.75,
39880128,14.67,-5.35,
39962867,3.71,50.82,
40045605,20.02,37.44,
40128343,18.42,45.47,
40211079,23.77,26.75,
40293818,25.91,-5.35,
40376557,33.4,26.75,
40459296,26.71,45.47,
40542034,17.62,42.8,
40624772,26.44,40.12,
40707512,23.23,64.19,
40790252,29.12,93.61,
40872991,29.38,58.84,
40955731,30.99,80.24,
41038470,32.86,61.52,
41121210,12.27,74.89,
41203950,29.92,77.56,
41286689,34.46,42.8,
41369429,34.2,61.52,
41452169,33.13,93.61,
41534909,47.03,32.1,
41617646,46.5,61.51,
41700383,33.66,72.21,
41783123,42.76,64.19,
41865862,28.58,58.84,
41948600,41.42,50.82,
42031339,44.09,61.52,
42114077,47.84,56.17,
42196815,35,45.47,
42279553,25.91,21.4,
42362291,37.67,58.84,
42445028,34.46,64.19,
42527766,39.01,72.21,
42610504,28.05,80.24,
42693244,44.36,72.21,
42775983,41.95,56.17,
42858722,40.35,66.86,
42941461,40.62,42.8,
43024200,36.87,64.19,
43106940,42.49,37.44,
43189677,40.62,24.07,
43272416,40.88,42.8,
43355155,33.4,48.14,
43437895,28.05,29.42,
43520633,35,40.12,
43603372,22.7,61.52,
43686111,32.33,24.07,
43768851,30.72,40.12,
43851589,31.52,37.44,
43934328,29.92,40.12,
44017066,23.23,26.75,
44099804,20.56,5.35,
44182544,27.78,13.38,
44265283,29.65,16.05,
44348024,24.3,34.77,
44430762,30.72,-10.7,
44513500,27.24,18.73,
44596238,21.36,-5.35,
44678976,19.75,-2.67,
44761714,-0.3,-42.79,
44844453,5.85,-10.7,
44927191,-0.04,-10.7,
45009933,4.51,-32.09,
45092672,-6.46,-10.7,
45175412,-6.99,-29.42,
45258151,-12.34,-42.79,
45340890,-16.89,-48.14,
45423629,-9.13,-37.44,
45506369,-27.85,-24.07,
45589108,-12.07,-24.07,
45671848,-10.2,-16.04,
45754586,-13.14,-50.81,
45837324,-17.69,-64.19,
45920063,-22.77,-48.14,
46002800,-14.48,-42.79,
46085541,-21.17,-50.81,
46168282,-13.94,-93.61,
46251022,-19.83,-64.18,
46333761,-17.96,-74.88,
46416499,-29.99,-69.53,
46499239,-38.28,-77.56,
46581980,-29.19,-80.23,
46664718,-30.26,-80.23,
46747456,-26.78,-77.56,
46830195,-31.6,-69.53,
46912934,-30.53,-64.18,
46995674,-46.84,-40.11,
47078413,-33.74,-82.91,
47161150,-35.34,-61.51,
47243891,-29.19,-90.93,
47326630,-23.57,-66.86,
47409369,-28.12,-66.86,
47492108,-25.71,-93.6,
47574847,-29.46,-50.82,
47657586,-36.41,-50.81,
47740326,-26.78,-85.58,
47823066,-32.4,-74.88,
47905804,-25.18,-69.53,
47988542,-25.44,-50.82,
48071281,-27.85,-45.47,
48154021,-35.88,-50.82,
48236759,-35.34,-45.46,
48319498,-29.99,-53.49,
48402237,-31.6,-61.51,
48484978,-17.96,-64.19,
48567717,-21.97,-24.07,
48650458,-19.03,-42.79,
48733198,-16.62,-96.28,
48815938,-22.23,-26.75,
48898676,-11.54,-74.88,
48981415,-10.2,-42.79,
49064155,-3.51,-48.14,
49146894,-8.59,-29.42,
49229631,-0.04,-26.75,
49312369,-7.79,-2.67,
49395109,-11.54,-21.39,
49477848,-5.92,-10.69,
49560587,-9.13,-34.77,
49643325,7.18,48.14,
49726062,7.18,32.09,
49808799,7.72,50.82,
49891539,8.79,2.68,
49974277,2.37,37.44,
50057016,16.81,50.82,
50139755,18.95,53.5,
50222495,31.26,45.47,
50305235,27.51,34.77,
50387973,31.52,29.42,
50470711,25.37,34.77,
50553451,19.75,56.17,
50636189,37.14,29.42,
50718927,32.59,50.82,
50801666,39.55,48.14,
50884407,22.16,77.57,
50967146,41.42,10.7,
51049886,35,40.12,
51132624,24.57,42.8,
51215364,30.72,26.74,
51298105,29.38,56.17,
51380844,33.13,93.61,
51463580,36.87,56.17,
51546318,46.5,29.42,
51629056,43.29,74.89,
51711794,34.73,34.77,
51794535,45.97,48.14,
51877276,38.21,69.54,
51960016,47.3,66.87,
52042754,48.1,53.49,
52125495,52.38,56.17,
52208234,42.49,88.26,
52290974,28.58,77.57,
52373712,41.15,45.47,
52456453,39.55,48.14,
52539192,39.81,50.82,
52621930,40.88,80.24,
52704666,35.27,53.49,
52787404,27.24,66.87,
52870142,28.05,56.17,
52952882,38.21,80.24,
53035620,33.66,53.49,
53118360,43.56,42.79,
53201100,39.81,61.52,
53283839,44.9,34.77,
53366577,37.94,61.51,
53449319,33.13,50.82,
53532057,40.62,32.09,
53614796,33.4,5.35,
53697536,31.79,32.09,
53780275,24.57,61.52,
53863016,34.73,64.19,
53945754,26.98,2.68,
54028492,12.27,48.14,
54111231,22.7,0,
54193970,18.42,37.44,
54276708,20.82,18.73,
54359448,24.57,32.09,
54442186,28.58,2.68,
54524925,19.49,24.07,
54607664,14.14,24.07,
54690405,9.32,-21.39,
54773144,4.78,-42.79,
54855884,11.73,-37.44,
54938621,6.38,-32.09,
55021360,4.51,-24.07,
55104100,-2.98,-72.21,
55186840,-16.08,-61.51,
55269577,-8.59,-16.04,
55352315,-14.48,-61.51,
55435052,-9.66,-48.14,
55517791,-16.35,-34.76,
55600529,-17.15,-37.44,
55683270,-16.35,-34.76,
55766009,-29.46,-48.14,
55848748,-19.83,-37.44,
55931487,-20.9,-61.51,
56014226,-17.42,-48.14,
56096966,-31.86,-37.44,
56179704,-18.76,-80.23,
56262442,-16.35,-77.56,
56345182,-27.05,-104.3,
56427923,-26.25,-88.26,
56510662,-30.26,-69.54,
56593400,-27.32,-80.23,
56676140,-27.58,-42.79,
56758880,-28.65,-56.16,
56841617,-32.13,-64.18,
56924358,-36.68,-56.16,
57007096,-31.33,-42.79,
57089835,-41.49,-58.84,
57172573,-33.74,-66.86,
57255313,-34.81,-66.86,
57338051,-25.18,-74.88,
57420789,-25.98,-66.86,
57503530,-35.61,-80.23,
57586269,-30.79,-69.53,
57669008,-31.86,-82.91,
57751745,-24.11,-66.86,
57834484,-27.85,-74.89,
57917224,-21.43,-16.04,
57999963,-16.62,-88.26,
58082701,-33.2,-45.46,
58165439,-26.51,-40.12,
58248179,-29.19,-29.42,
58330919,-22.77,-58.84,
58413657,-30.26,-42.79,
58496397,-20.36,-58.83,
58579137,-25.18,-45.46,
58661876,-23.84,-72.21,
58744615,-15.82,-61.52,
58827355,-19.56,-40.12,
58910093,-10.2,-50.82,
58992831,-12.61,-64.18,
59075571,-3.78,-18.72,
59158310,-6.46,-13.37,
59241047,-7.26,-37.44,
59323787,-13.94,0,
59406528,-3.51,-8.02,
59489266,-3.51,-32.09,
59572006,7.72,34.77,
59654743,14.67,10.7,
59737481,13.6,18.73,
59820220,6.92,26.75,
59902961,13.6,2.68,
59985699,5.05,45.47,
60068439,7.99,29.42,
60151179,22.43,53.49,
60233920,26.98,56.17,
60316657,28.05,42.8,
60399396,28.58,32.1,
60482134,27.24,37.44,
60564872,23.23,64.19,
60647611,32.33,26.74,
60730351,32.86,50.82,
60813090,39.55,45.47,
60895828,34.2,64.19,
60978566,40.08,21.4,
61061305,38.21,42.8,
61144042,23.77,69.54,
61226779,36.87,69.54,
61309518,31.52,50.82,
61392257,43.02,58.84,
61474997,34.2,48.14,
61557734,40.08,34.77,
61640473,37.94,53.49,
61723211,34.46,64.19,
61805951,41.95,40.12,
61888688,41.69,58.84,
61971427,47.84,34.77,
62054166,42.76,64.19,
62136906,53.19,40.12,
62219642,39.28,48.14,
62302382,35.27,74.89,
62385119,41.69,64.19,
62467859,40.08,45.47,
62550596,46.5,58.84,
62633335,37.67,48.14,
62716071,41.42,58.84,
62798809,33.4,50.82,
62881549,24.3,58.84,
62964288,36.6,56.17,
63047028,37.41,61.52,
63129764,40.88,56.17,
63212502,39.28,42.8,
63295242,43.83,45.47,
63377979,40.62,18.72,
63460718,26.44,80.24,
63543457,39.01,40.12,
63626196,40.62,-5.35,
63708936,41.15,18.72,
63791675,37.14,34.77,
63874414,29.38,58.84,
63957151,35,10.7,
64039890,14.94,42.8,
64122628,28.85,37.44,
64205366,14.94,21.4,
64288107,29.38,40.12,
64370844,26.17,32.1,
64453582,16.28,32.09,
64536321,23.23,18.73,
64619059,2.1,-50.81,
64701796,9.59,-21.39,
64784536,4.51,-42.79,
64867274,9.32,-29.42,
64950013,4.24,-34.77,
65032754,11.73,-32.09,
65115493,-2.98,-16.04,
65198231,-21.7,-26.74,
65280969,-8.86,-24.07,
65363706,-13.94,-18.72,
65446445,-5.65,-80.23,
65529185,-19.83,-40.11,
65611923,-15.28,-37.44,
65694661,-22.77,-42.79,
65777400,-29.72,-53.49,
65860138,-23.84,-50.82,
65942876,-28.92,-26.74,
66025615,-18.76,-74.88,
66108353,-21.7,-56.16,
66191093,-21.97,-50.81,
66273831,-27.05,-56.16,
66356568,-29.72,-66.86,
66439307,-22.5,-61.51,
66522046,-27.05,-61.51,
66604783,-31.33,-80.23,
66687521,-32.93,-56.16,
66770259,-21.97,-53.49,
66853000,-32.67,-69.54,
66935738,-38.28,-69.54,
67018478,-31.06,-77.56,
67101217,-40.69,-74.89,
67183957,-38.28,-56.16,
67266696,-43.1,-58.84,
67349435,-41.22,-96.28,
67432174,-33.2,-34.76,
67514913,-33.47,-26.75,
67597651,-27.85,-98.96,
67680389,-33.47,-58.84,
67763129,-30.26,-16.04,
67845868,-25.98,-50.81,
67928605,-20.1,-53.49,
68011342,-19.29,-48.14,
68094081,-17.15,-58.84,
68176821,-21.97,-64.18,
68259560,-23.3,-37.44,
68342301,-17.96,-64.19,
68425038,-20.9,-34.77,
68507777,-12.87,-34.77,
68590516,-8.06,-56.16,
68673255,-7.79,-48.14,
68755995,-23.3,-37.44,
68838733,-28.12,-53.49,
68921472,-12.34,-5.35,
69004210,-15.01,-18.72,
69086948,-3.51,-21.39,
69169684,-3.25,-40.12,
69252423,-1.91,-42.79,
69335163,-9.93,-29.42,
69417903,-5.65,-34.77,
69500640,18.42,16.05,
69583377,13.87,13.37,
69666115,15.21,-16.04,
69748855,12.27,16.05,
69831592,28.05,8.03,
69914331,18.69,18.72,
69997070,16.55,32.1,
70079809,19.49,24.07,
70162547,17.62,37.44,
70245285,17.62,64.19,
70328024,30.45,45.47,
70410762,33.4,53.49,
70493500,26.98,64.19,
70576237,22.43,29.42,
70658976,35,26.75,
70741713,33.66,40.12,
70824454,48.64,21.4,
70907192,42.49,37.44,
70989931,41.69,58.84,
71072671,35.8,45.47,
71155411,29.12,24.07,
71238150,41.15,53.49,
71320888,37.67,56.17,
71403626,41.15,82.91,
71486365,37.67,53.49,
71569104,40.08,58.84,
71651843,36.87,50.82,
71734581,23.77,85.59,
71817318,37.67,82.91,
71900056,41.69,53.49,
71982796,50.78,42.79,
72065536,46.23,29.42,
72148275,48.64,37.45,
72231014,47.57,53.49,
72313753,30.19,48.14,
72396493,48.1,37.44,
72479233,45.97,64.19,
72561972,53.45,26.75,
72644710,39.55,56.17,
72727448,43.29,48.14,
72810189,39.28,61.51,
72892929,30.19,50.82,
72975666,32.86,61.52,
73058405,29.92,37.45,
73141144,25.37,58.84,
73223884,30.72,61.51,
73306623,34.46,45.47,
73389362,39.55,40.12,
73472101,26.98,66.87,
73554839,34.46,13.37,
73637576,32.59,42.8,
73720317,32.59,45.47,
73803053,32.06,18.73,
73885791,38.21,21.4,
73968530,36.6,34.77,
74051271,21.89,26.74,
74134010,18.95,8.03,
74216749,22.96,16.05,
74299489,25.91,-29.42,
74382227,14.94,13.38,
74464965,15.74,2.68,
74547703,-4.32,29.43,
74630441,-4.58,-34.77,
74713179,6.38,-32.09,
74795919,-2.98,0,
74878658,2.1,-45.46,
74961398,-6.72,-8.02,
75044139,-0.3,5.35,
75126877,-0.3,-40.12,
75209615,-10.73,-40.12,
75292355,-4.32,-85.58,
75375093,-9.13,-37.44,
75457830,-19.29,-45.46,
75540569,-4.58,-82.91,
75623309,-14.75,-64.18,
75706047,-14.21,-48.14,
75788787,-25.18,-42.79,
75871525,-22.23,-56.16,
75954264,-30.79,-18.72,
76037004,-33.2,-32.09,
76119742,-28.39,-53.49,
76202480,-20.9,-50.82,
76285219,-19.03,-66.86,
76367958,-25.98,-53.49,
76450696,-21.43,-74.89,
76533434,-34.81,-53.49,
76616174,-20.36,-74.88,
76698914,-24.37,-80.23,
76781651,-17.69,-72.21,
76864391,-29.46,-88.26,
76947131,-29.72,-69.53,
77029871,-20.36,-88.26,
77112608,-35.61,-77.56,
77195347,-34.54,-34.77,
77278085,-40.96,-45.46,
77360822,-29.99,-69.53,
77443562,-44.97,-45.46,
77526300,-33.74,-50.82,
77609039,-28.92,-69.53,
77691777,-36.94,-82.91,
77774514,-25.71,-45.46,
77857254,-25.98,-50.81,
77939992,-23.57,-45.46,
78022730,-21.17,-64.19,
78105468,-9.66,-58.84,
78188207,-13.68,-42.79,
78270946,-20.63,-37.44,
78353685,-23.57,-53.49,
78436424,-25.71,-24.07,
78519162,-13.14,-37.44,
78601901,-18.76,-13.37,
78684638,-8.86,-50.82,
78767377,-8.06,-40.11,
78850116,-6.46,-45.46,
78932855,-18.22,-58.84,
79015592,-23.84,-42.79,
79098331,-7.26,-21.39,
79181067,-6.46,-34.77,
79263806,3.71,-8.02,
79346544,3.17,-18.72,
79429284,18.42,-2.67,
79512023,15.21,50.82,
79594762,16.81,18.73,
79677501,18.69,18.72,
79760239,22.96,50.82,
79842977,28.05,42.8,
79925716,26.17,32.1,
80008453,23.23,8.02,
80091192,18.42,32.1,
80173932,15.21,37.44,
80256670,17.88,42.79,
80339409,21.36,34.77,
80422149,28.05,32.1,
80504888,27.24,66.87,
80587626,30.99,72.21,
80670365,37.94,50.82,
80753103,26.44,64.19,
80835842,33.13,66.86,
80918580,34.46,53.49,
81001319,43.56,74.89,
81084057,38.74,37.44,
81166797,42.49,45.47,
81249535,44.09,61.52,
81332275,34.2,32.1,
81415015,38.21,74.89,
81497754,25.91,61.52,
81580493,38.48,53.49,
81663233,37.14,82.91,
81745972,39.01,37.45,
81828711,36.07,69.54,
81911452,22.96,72.21,
81994191,36.87,45.47,
82076930,39.55,50.82,
82159667,42.49,40.12,
82242406,42.76,58.84,
82325145,49.17,61.52,
82407883,46.5,56.17,
82490623,43.56,64.19,
82573361,43.83,48.14,
82656100,46.77,18.72,
82738838,44.9,34.77,
82821577,33.13,50.82,
82904317,43.02,72.21,
82987054,42.22,32.09,
83069791,40.08,77.56,
83152531,37.67,2.68,
