Time (us),Volts (mV),Amps (mA),Frequency (Hz)
10336165,35.67,69.54,
10345352,37.28,80.24,
10354538,39.69,37.44,
10363724,23.64,48.14,
10372913,42.09,26.75,
10382100,25.78,42.8,
10391288,18.02,45.47,
10400475,26.31,21.4,
10409664,25.51,32.09,
10418851,15.88,74.89,
10428040,26.58,66.87,
10437228,28.72,48.14,
10446414,23.64,5.35,
10455603,24.98,26.75,
10464790,14.28,21.39,
10473978,7.32,0,
10483165,3.31,-24.07,
10492353,4.65,-8.02,
10501540,2.78,-32.09,
10510728,-1.5,-29.42,
10519914,-6.58,-21.4,
10529101,-14.61,-18.72,
10538288,-7.92,-24.07,
10547476,-4.98,-82.91,
10556664,-17.01,-66.86,
10565851,-14.07,-66.86,
10575039,-13.27,-72.21,
10584226,-18.89,-50.82,
10593412,-26.37,-56.16,
10602599,-23.7,-48.14,
10611788,-31.99,-37.44,
10620977,-26.64,-93.61,
10630165,-32.26,-104.31,
10639352,-37.07,-93.61,
10648541,-41.89,-123.03,
10657729,-24.23,-112.33,
10666918,-29.32,-101.63,
10676104,-39.21,-117.68,
10685291,-32.79,-136.4,
10694478,-46.97,-120.35,
10703664,-42.15,-123.03,
10712854,-42.42,-93.61,
10722043,-38.41,-66.86,
10731232,-42.42,-109.65,
10740418,-43.76,-96.28,
10749605,-44.83,-136.4,
10758792,-51.25,-128.38,
10767980,-39.75,-131.05,
10777169,-42.42,-93.61,
10786355,-48.57,-98.96,
10795542,-52.85,-72.21,
10804729,-45.9,-115,
10813918,-47.77,-133.73,
10823104,-48.04,-123.03,
10832292,-40.01,-101.63,
10841479,-32.79,-133.72,
10850666,-46.97,-88.26,
10859853,-49.11,-69.54,
10869043,-49.11,-77.56,
10878230,-44.29,-125.71,
10887419,-26.64,-98.96,
10896607,-32.79,-72.21,
10905795,-31.46,-72.21,
10914985,-22.63,-45.47,
10924173,-26.64,-58.84,
10933362,-31.99,-45.46,
10942548,-27.44,-45.47,
10951733,-20.49,-42.79,
10960923,-23.97,-69.53,
10970111,-16.21,-34.77,
10979299,-13.27,-40.12,
10988488,-22.36,-13.37,
10997676,-0.97,-34.77,
11006863,-11.13,5.35,
11016053,-7.92,-21.39,
Time (us),Volts (mV),Amps (mA),Frequency (Hz)
0,11.88,40.11,10
8269,4.39,16.05,
16537,-14.59,32.09,
24806,14.56,21.4,
33074,12.42,21.4,
41343,3.86,42.79,
49613,9.48,16.04,
57881,9.21,48.14,
66150,20.98,8.02,
74419,25.52,32.09,
82688,18.03,37.44,
90955,27.93,32.09,
99224,25.79,61.51,
107492,22.85,58.84,
115761,29.8,53.49,
124030,32.21,45.47,
132298,24.72,96.28,
140568,31.94,101.63,
148835,42.1,50.82,
157103,32.21,66.86,
165372,40.23,77.56,
173641,30.34,109.65,
181910,35.15,80.23,
190178,43.71,72.21,
198447,41.57,85.58,
206716,34.88,66.86,
214985,32.48,98.96,
223255,40.77,85.58,
231522,42.64,69.54,
239791,47.72,104.3,
248059,47.72,48.14,
256326,40.5,69.54,
264595,53.34,82.91,
272864,43.44,82.91,
281132,36.49,104.3,
289401,37.29,104.3,
297669,41.3,72.21,
305938,35.15,56.16,
314207,48.79,69.54,
322474,41.03,69.54,
330744,35.42,72.21,
339015,44.24,66.86,
347285,42.64,98.96,
355557,40.23,88.26,
363824,42.37,56.16,
372093,29.8,69.54,
380359,42.91,66.86,
388628,36.76,53.49,
396896,30.87,69.54,
405164,35.69,56.16,
413432,26.06,61.51,
421701,30.07,13.37,
429970,36.22,42.79,
438236,19.91,24.07,
446503,23.65,50.82,
454770,26.06,45.47,
463037,19.91,58.84,
471307,19.91,13.37,
479575,22.85,21.4,
487845,15.36,34.77,
496113,6,8.02,
504381,12.42,-26.74,
512651,-6.04,-18.72,
520920,-8.18,-29.42,
529188,1.99,-34.77,
537456,-6.04,-69.54,
545725,-8.44,-61.51,
553993,1.45,-53.49,
562261,-13.53,-32.09,
570528,-12.72,-74.89,
578796,-14.86,-37.44,
587064,-7.64,-74.89,
595333,-11.39,-98.96,
603603,-19.68,-58.84,
611870,-20.48,-74.89,
620138,-14.59,-66.87,
628407,-23.42,-82.92,
636675,-28.5,-61.51,
644943,-21.01,-77.56,
653211,-36.79,-74.89,
661480,-36.26,-104.31,
669748,-23.15,-120.35,
678016,-29.04,-101.63,
686286,-30.11,-112.33,
694556,-30.91,-104.31,
702826,-35.19,-88.26,
711096,-34.39,-85.59,
719365,-25.29,-106.98,
727636,-35.99,-74.89,
735905,-45.08,-101.63,
744175,-30.11,-112.33,
752443,-29.3,-88.26,
760712,-44.55,-90.93,
768980,-32.25,-128.38,
777247,-36.26,-104.31,
785516,-49.63,-85.59,
793785,-38.4,-117.68,
802053,-35.46,-104.31,
810323,-45.89,-82.91,
818593,-44.01,-50.82,
826863,-28.77,-109.66,
835131,-38.4,-82.91,
843403,-33.05,-66.87,
851672,-38.13,-56.16,
859942,-29.04,-50.82,
868209,-26.9,-66.86,
876477,-29.84,-69.54,
884745,-20.48,-77.56,
893014,-30.64,-50.82,
901283,-24.22,-64.19,
909552,-21.28,-58.84,
917821,-17.8,-50.82,
926091,-19.94,-56.16,
934359,-13.79,-37.44,
942629,-12.46,-56.17,
950897,-17.8,-34.77,
959165,-8.98,-32.1,
967434,-14.33,-13.37,
975703,-13.53,-50.81,
983970,-4.43,-8.02,
992240,4.13,24.07,
1000509,-1.49,18.72,
1008778,8.94,10.7,
1017047,6.53,32.1,
1025315,1.99,29.42,
1033585,17.5,18.72,
1041854,16.7,50.82,
1050123,-0.15,34.77,
1058392,16.16,48.14,
1066662,21.24,29.42,
1074932,12.95,56.17,
1083199,18.03,69.54,
1091467,24.99,61.52,
1099735,17.23,50.82,
1108003,31.94,48.14,
1116270,24.99,69.54,
1124540,30.6,80.24,
1132808,30.87,53.49,
1141075,26.33,64.19,
1149344,39.43,77.56,
1157613,33.28,93.61,
1165881,31.41,106.98,
1174149,45.58,66.86,
1182418,38.63,61.51,
1190687,39.16,88.26,
1198955,43.17,104.3,
1207223,36.49,82.91,
1215493,37.83,80.24,
1223761,47.45,85.59,
1232027,40.5,82.91,
1240296,36.22,106.98,
1248566,49.59,101.63,
1256835,39.43,123.03,
1265103,36.49,88.26,
1273373,48.26,120.36,
1281643,46.38,90.93,
1289912,35.15,80.23,
1298181,30.6,82.91,
1306450,47.99,48.14,
1314720,30.34,101.63,
1322986,48.52,77.56,
1331254,35.15,82.91,
1339522,30.07,69.54,
1347791,39.43,61.52,
1356059,42.91,58.84,
1364328,36.76,77.56,
1372597,39.97,72.21,
1380866,26.06,56.16,
1389134,36.76,66.86,
1397403,34.62,56.17,
1405673,30.34,40.12,
1413942,23.38,50.82,
1422210,18.57,24.07,
1430479,26.59,32.1,
1438746,25.52,64.19,
1447014,23.65,26.75,
1455283,19.91,37.44,
1463553,24.19,24.07,
1471821,18.57,58.84,
1480091,19.1,53.49,
1488360,15.63,32.09,
1496630,2.25,-21.4,
1504899,-0.95,2.68,
1513167,8.41,-24.07,
1521436,-3.36,-50.82,
1529704,-11.39,-32.09,
1537974,-6.84,-40.12,
1546243,-6.84,-58.84,
1554510,-8.44,-40.12,
1562779,-7.11,-50.82,
1571048,-15.4,-66.87,
1579317,-25.03,-50.82,
1587586,-11.39,-53.49,
1595855,-21.01,-8.02,
1604122,-18.61,-72.21,
1612391,-26.1,-34.77,
1620661,-23.15,-82.91,
1628929,-24.22,-82.91,
1637198,-19.14,-66.86,
1645467,-28.77,-104.3,
1653738,-21.55,-104.3,
1662008,-34.65,-98.96,
1670276,-23.15,-98.96,
1678546,-35.99,-85.59,
1686815,-30.11,-120.35,
1695083,-40.27,-88.26,
1703352,-34.65,-82.91,
1711622,-36.53,-90.93,
1719891,-36.79,-85.58,
1728158,-35.72,-106.98,
1736425,-31.71,-133.73,
1744694,-40,-77.56,
1752963,-31.44,-98.96,
1761233,-29.3,-115,
1769500,-42.41,-90.93,
1777771,-35.72,-72.21,
1786039,-32.78,-106.98,
1794306,-41.88,-96.28,
1802576,-31.44,-96.28,
1810843,-30.11,-69.54,
1819111,-46.96,-93.61,
1827379,-31.98,-93.61,
1835649,-27.43,-56.16,
1843917,-40.54,-50.82,
1852185,-36.53,-74.89,
1860455,-33.58,-69.54,
1868724,-24.22,-80.24,
1876994,-24.22,-69.54,
1885264,-30.64,-61.52,
1893532,-23.15,-66.86,
1901800,-35.46,-64.19,
1910070,-22.62,-45.47,
1918338,-7.11,-72.21,
1926610,-22.62,-53.49,
1934878,-22.89,-16.05,
1943145,-14.86,-16.05,
1951413,-14.06,-56.17,
1959682,-9.25,-42.79,
1967952,-5.77,-18.73,
1976220,-15.66,-10.7,
1984487,-2.29,29.42,
1992754,12.69,24.07,
2001021,10.81,29.42,
2009288,0.38,2.68,
2017557,13.49,2.68,
2025826,11.35,37.45,
2034093,13.22,10.7,
2042362,20.17,50.82,
2050631,15.36,21.4,
2058901,-3.09,74.89,
2067169,16.96,80.24,
2075437,25.52,74.89,
2083707,14.02,77.56,
2091976,30.6,34.77,
2100243,21.78,85.59,
2108512,27.13,29.42,
2116781,35.95,53.49,
2125049,30.34,96.28,
2133317,39.7,42.79,
2141586,23.65,58.84,
2149853,34.08,74.89,
2158122,39.16,82.91,
2166392,39.7,64.19,
2174662,36.22,115,
2182932,34.62,72.21,
2191202,40.77,37.44,
2199470,46.12,56.16,
2207740,43.44,90.93,
2216007,34.88,74.89,
2224276,36.76,88.26,
2232545,43.98,53.49,
2240814,46.92,96.28,
2249083,38.63,80.24,
2257352,45.58,101.63,
2265620,45.31,90.93,
2273890,40.77,98.96,
2282158,42.64,96.29,
2290426,49.33,93.61,
2298697,20.44,88.26,
2306967,40.5,141.75,
2315237,38.36,64.19,
2323504,23.65,120.35,
2331772,34.08,50.82,
2340039,27.93,80.23,
2348309,33.81,40.12,
2356579,35.95,66.86,
2364846,38.36,56.16,
2373116,41.03,64.19,
2381385,26.06,48.14,
2389653,21.24,58.84,
2397922,38.9,37.44,
2406190,27.4,26.74,
2414458,24.45,53.49,
2422729,24.72,21.39,
2430998,23.92,34.77,
2439265,22.31,32.09,
2447534,27.93,42.79,
2455803,12.95,32.1,
2464072,11.62,45.47,
2472340,14.02,16.04,
2480609,11.35,24.07,
2488879,-5.23,-40.12,
2497148,2.25,-32.09,
2505417,-1.76,-42.8,
2513687,-2.83,-32.09,
2521956,-1.49,-40.11,
2530225,0.38,-85.58,
2538494,-13.53,-56.16,
2546764,-7.37,-40.12,
2555031,-4.43,-58.84,
2563298,-22.08,-77.56,
2571568,-4.97,-69.54,
2579837,-26.1,-66.86,
2588107,-26.63,-48.14,
2596374,-22.35,-58.84,
2604644,-11.39,-80.24,
2612911,-23.96,-82.91,
2621180,-29.04,-77.56,
2629450,-29.84,-69.54,
2637720,-23.42,-74.89,
2645990,-25.83,-125.7,
2654258,-26.63,-104.31,
2662526,-31.44,-74.89,
2670793,-30.91,-90.93,
2679062,-31.18,-80.23,
2687329,-26.9,-93.61,
2695599,-33.32,-82.91,
2703867,-45.89,-88.26,
2712135,-32.51,-80.24,
2720403,-33.85,-112.33,
2728672,-39.74,-112.33,
2736942,-33.58,-69.54,
2745209,-43.75,-106.98,
2753477,-38.67,-104.31,
2761745,-27.17,-112.33,
2770013,-33.32,-90.93,
2778282,-36.79,-139.07,
2786551,-30.37,-106.98,
2794822,-31.44,-85.59,
2803089,-37.6,-74.89,
2811359,-28.77,-93.61,
2819629,-29.04,-96.28,
2827899,-49.36,-32.09,
2836167,-28.23,-58.84,
2844435,-31.44,-40.12,
2852706,-37.6,-45.47,
2860975,-29.57,-66.86,
2869243,-24.76,-48.14,
2877512,-28.77,-64.19,
2885781,-16.73,-96.28,
2894050,-27.17,-66.86,
2902317,-23.69,-50.82,
2910587,-25.56,-24.07,
2918856,-21.28,-40.12,
2927126,-11.92,-53.49,
2935395,-17.54,-37.44,
2943665,-14.59,-42.8,
2951932,-6.04,-29.42,
2960200,-12.46,-32.1,
2968469,-15.13,-10.7,
2976737,6.8,26.75,
2985005,-0.69,21.4,
2993274,5.73,18.72,
3001543,14.02,13.37,
3009812,16.7,24.07,
3018080,-4.7,53.49,
3026348,15.36,40.12,
3034618,14.56,29.42,
3042886,14.29,64.19,
3051156,19.1,53.49,
3059423,12.15,64.19,
3067692,15.09,48.14,
3075960,26.33,64.19,
3084229,26.33,58.84,
3092497,17.5,58.84,
3100767,28.46,48.14,
3109035,22.58,85.59,
3117304,25.79,80.24,
3125574,34.35,77.56,
3133841,37.29,82.91,
3142109,29.53,88.26,
3150378,37.02,104.31,
3158650,41.03,26.75,
3166918,47.72,69.54,
3175187,33.28,69.54,
3183454,34.88,82.91,
3191725,38.63,72.21,
3199995,38.09,96.28,
3208266,37.02,98.96,
3216534,45.31,77.56,
3224807,38.36,82.91,
3233076,39.7,93.61,
3241343,48.26,117.68,
3249612,49.06,72.21,
3257879,35.42,109.66,
3266149,41.84,90.93,
3274417,45.05,90.93,
3282688,38.9,85.59,
3290955,52.8,66.86,
3299224,38.63,64.19,
3307493,35.95,58.84,
3315762,37.83,66.86,
3324030,46.92,50.82,
3332299,25.79,85.59,
3340569,40.23,45.47,
3348839,38.63,72.21,
3357106,23.65,53.49,
3365376,31.14,93.61,
3373644,36.49,40.11,
3381913,29.53,37.44,
3390180,29.53,13.37,
3398451,35.95,-10.7,
3406720,27.13,45.46,
3414988,23.65,29.42,
3423258,14.02,45.47,
3431526,31.14,0,
3439795,19.37,32.1,
3448063,19.91,34.77,
3456331,22.85,18.72,
3464602,2.25,48.14,
3472869,13.22,24.07,
3481137,9.48,-16.05,
3489405,2.52,-18.72,
3497675,-6.3,-29.42,
3505943,-0.95,-40.12,
3514211,0.92,-58.84,
3522481,-4.16,-61.51,
3530748,-0.15,-40.12,
3539017,3.06,-72.21,
3547286,-23.96,-56.16,
3555556,-7.91,-40.12,
3563824,-9.78,-77.56,
3572091,-28.77,-66.86,
3580361,-23.15,-32.09,
3588631,-19.68,-58.84,
3596899,-32.51,-45.47,
3605166,-14.06,-82.91,
3613433,-23.15,-85.59,
3621701,-25.29,-77.56,
3629970,-31.44,-61.51,
3638239,-24.76,-120.35,
3646506,-17.27,-112.33,
3654774,-32.78,-96.28,
3663042,-45.35,-98.96,
3671313,-30.37,-93.61,
3679584,-29.3,-115,
3687853,-35.72,-104.31,
3696120,-25.29,-82.91,
3704388,-38.13,-96.28,
3712660,-32.78,-104.3,
3720927,-35.72,-117.68,
3729198,-37.06,-93.61,
3737465,-40.54,-88.26,
3745735,-37.6,-120.35,
3754003,-38.13,-104.31,
3762270,-37.06,-104.31,
3770539,-26.63,-104.31,
3778808,-31.71,-104.31,
3787076,-41.61,-90.93,
3795343,-25.03,-112.33,
3803614,-27.7,-66.86,
3811883,-39.74,-74.89,
3820151,-32.51,-74.89,
3828419,-36.26,-58.84,
3836688,-35.46,-50.82,
3844958,-25.83,-58.84,
3853226,-34.12,-58.84,
3861494,-35.72,-58.84,
3869762,-24.22,-40.12,
3878032,-21.01,-74.89,
3886300,-20.21,-74.89,
3894570,-23.96,-29.42,
3902840,-21.82,-45.47,
3911107,-18.07,-29.42,
3919375,-12.46,-24.07,
3927644,-14.33,-29.42,
3935912,-3.63,-58.84,
3944182,-18.61,10.7,
3952452,-14.33,0,
3960722,-2.56,0,
3968991,2.25,18.72,
3977260,1.99,13.37,
3985530,1.45,34.77,
3993800,6,18.72,
4002070,3.86,29.42,
4010337,16.43,48.14,
4018608,11.35,26.75,
4026876,7.07,37.44,
4035145,20.71,10.7,
4043413,20.44,64.18,
4051683,9.74,72.21,
4059952,22.05,61.52,
4068220,24.99,66.86,
4076491,19.91,66.86,
4084758,30.87,69.54,
4093026,27.66,48.14,
4101295,21.51,61.51,
4109566,30.34,77.56,
4117834,34.88,64.19,
4126103,26.06,80.23,
4134372,39.43,82.91,
4142641,34.08,85.59,
4150909,40.77,32.09,
4159177,33.28,104.3,
4167444,39.97,88.26,
4175714,40.5,101.63,
4183983,43.44,77.56,
4192253,38.36,106.98,
4200523,46.12,104.3,
4208791,46.38,80.23,
4217060,46.65,72.21,
4225329,39.16,90.93,
4233600,35.95,66.86,
4241868,44.24,69.54,
4250137,49.59,69.53,
4258406,45.85,80.24,
4266676,31.41,82.91,
4274946,45.05,128.38,
4283214,40.23,98.96,
4291483,40.77,80.23,
4299751,41.84,88.26,
4308018,29.27,58.84,
4316289,31.94,58.84,
4324558,39.43,90.94,
4332826,39.7,66.86,
4341094,35.15,50.82,
4349362,29.27,69.54,
4357629,32.48,66.86,
4365897,26.86,32.09,
4374167,31.94,61.51,
4382436,23.38,32.1,
4390707,17.5,61.51,
4398976,34.08,16.04,
4407243,24.45,24.07,
4415511,34.35,40.12,
4423779,22.58,45.47,
4432046,14.82,42.79,
4440315,22.58,16.05,
4448585,23.12,26.75,
4456854,12.95,8.03,
4465123,15.09,29.42,
4473390,4.39,-40.12,
4481660,-0.42,-32.1,
4489928,11.88,-40.12,
4498197,-4.16,-10.7,
4506467,-15.93,-53.49,
4514735,4.39,-61.51,
4523003,-1.76,-48.14,
4531273,-8.18,-50.82,
4539541,-3.63,-104.31,
4547810,-11.92,-77.56,
4556079,-17.54,-72.21,
4564348,-10.32,-66.86,
4572619,-10.32,-61.51,
4580888,-33.58,-56.16,
4589157,-25.03,-61.52,
4597426,-21.01,-69.54,
4605696,-29.84,-64.19,
4613964,-25.29,-77.56,
4622232,-26.1,-77.56,
4630501,-38.4,-90.93,
4638771,-26.36,-98.96,
4647040,-25.56,-101.63,
4655307,-28.23,-133.73,
4663576,-33.32,-101.63,
4671845,-37.06,-90.94,
4680113,-31.71,-58.84,
4688380,-33.85,-98.96,
4696649,-38.13,-104.31,
4704919,-28.23,-101.63,
4713188,-40,-104.3,
4721457,-35.46,-80.24,
4729728,-27.7,-88.26,
4737996,-39.74,-80.24,
4746266,-44.01,-85.58,
4754535,-37.86,-88.26,
4762804,-38.4,-101.63,
4771071,-33.32,-93.61,
4779341,-29.84,-82.91,
4787611,-41.07,-74.89,
4795878,-39.74,-72.21,
4804147,-26.9,-64.19,
4812414,-25.29,-82.91,
4820683,-38.13,-85.58,
4828950,-27.43,-64.19,
4837218,-24.49,-74.89,
4845488,-38.93,-56.17,
4853758,-19.14,-77.56,
4862025,-27.17,-42.79,
4870294,-33.05,-48.14,
4878564,-19.94,-72.21,
4886832,-14.59,-56.17,
4895100,-18.87,-77.56,
4903368,-11.12,-56.16,
4911638,-9.51,-53.49,
4919906,-12.46,-53.49,
4928174,-10.85,-40.12,
4936442,-14.86,2.67,
4944711,-12.99,-37.44,
4952980,-10.58,-21.4,
4961247,3.59,13.37,
4969514,10.01,2.67,
4977782,5.73,-10.7,
4986050,-4.7,32.1,
4994318,17.23,13.37,
5002588,11.88,26.74,
5010856,19.91,10.7,
5019124,20.44,50.82,
5027391,18.03,26.75,
5035662,15.89,40.11,
5043929,26.59,69.54,
5052197,22.05,48.14,
5060466,11.88,45.46,
5068734,24.19,45.47,
5077004,31.94,61.51,
5085272,25.26,88.26,
5093541,33.28,88.26,
5101811,30.6,58.84,
5110082,16.96,106.98,
5118349,35.69,80.23,
5126620,34.35,82.91,
5134887,32.74,64.19,
5143156,31.67,90.93,
5151423,27.66,106.98,
5159693,39.43,88.26,
5167961,46.92,80.23,
5176230,35.42,93.61,
5184499,37.56,69.53,
5192769,42.64,90.94,
5201038,42.37,88.26,
5209308,52.8,101.63,
5217578,47.19,80.23,
5225847,33.28,101.63,
5234115,49.59,80.23,
5242384,46.38,72.21,
5250654,43.44,69.54,
5258923,53.61,88.26,
5267191,30.07,109.66,
5275458,39.7,64.19,
5283728,40.77,90.93,
5291996,42.37,80.23,
5300265,35.15,56.16,
5308535,39.97,37.44,
5316805,40.23,58.84,
5325075,29.8,64.19,
5333345,44.78,82.91,
5341615,37.56,72.21,
5349882,22.58,69.54,
5358152,30.6,32.1,
5366420,36.49,50.82,
5374690,18.57,56.17,
5382960,28.46,56.16,
5391229,19.91,29.42,
5399497,22.31,34.77,
5407767,25.26,24.07,
5416036,24.99,37.44,
5424305,17.5,58.84,
5432574,10.81,66.86,
5440842,13.22,26.75,
5449112,24.45,5.35,
5457380,15.63,13.37,
5465649,-2.02,-5.35,
5473918,11.88,-50.82,
5482187,-0.95,-48.14,
5490455,0.92,-42.79,
5498724,-0.42,-32.1,
5506994,-15.13,-64.19,
5515263,-8.98,-61.51,
5523531,0.38,-48.14,
5531800,-10.85,-50.82,
5540071,-21.01,-45.47,
5548340,-22.62,-61.51,
5556610,-9.78,-69.54,
5564878,-27.17,-37.44,
5573148,-12.99,-69.54,
5581415,-23.69,-77.56,
5589685,-30.37,-66.86,
5597953,-17.54,-98.96,
5606221,-21.82,-80.24,
5614489,-30.91,-96.28,
5622759,-23.42,-106.98,
5631029,-35.19,-53.49,
5639297,-40.27,-88.26,
5647567,-29.3,-104.31,
5655836,-29.57,-106.98,
5664104,-40.54,-120.35,
5672371,-39.2,-90.93,
5680642,-35.19,-69.54,
5688909,-30.11,-82.91,
5697178,-35.46,-74.89,
5705447,-33.85,-141.75,
5713716,-30.91,-96.28,
5721985,-38.93,-93.61,
5730254,-35.46,-104.31,
5738522,-37.33,-77.56,
5746789,-40.27,-112.33,
5755057,-41.34,-104.31,
5763327,-37.6,-80.23,
5771597,-34.92,-88.26,
5779866,-39.2,-56.16,
5788135,-31.44,-85.59,
5796404,-38.93,-61.51,
5804675,-30.64,-85.59,
5812943,-24.49,-90.93,
5821211,-22.89,-58.84,
5829480,-39.47,-74.89,
5837750,-22.62,-74.89,
5846019,-24.49,-66.86,
5854290,-30.64,-50.82,
5862559,-20.21,-96.28,
5870826,-27.97,-74.89,
5879096,-29.3,-32.09,
5887364,-15.4,-64.19,
5895633,-7.64,-45.47,
5903899,-18.87,-50.81,
5912167,-28.5,-21.4,
5920437,-12.19,-45.47,
5928705,-3.63,-32.1,
5936973,-7.64,-18.72,
5945243,-10.32,2.68,
5953513,-0.95,10.7,
5961781,5.73,26.75,
5970051,4.13,18.72,
5978320,21.24,16.04,
5986588,11.62,8.02,
5994854,12.42,18.72,
6003122,18.03,37.44,
6011391,15.63,45.47,
6019661,12.42,29.42,
6027930,21.51,66.86,
6036199,15.36,34.77,
6044468,21.78,42.79,
6052738,25.26,74.89,
6061006,27.93,53.49,
6069273,19.64,48.14,
6077541,29.8,37.44,
6085810,34.08,85.59,
6094077,22.31,64.19,
6102348,33.55,66.86,
6110616,30.87,80.23,
6118884,28.46,90.93,
6127153,37.02,115,
6135423,36.49,64.19,
6143693,27.4,101.63,
6151960,34.08,90.94,
6160230,41.03,88.26,
6168499,41.84,80.24,
6176767,40.77,74.89,
6185037,42.1,80.23,
6193307,39.97,98.96,
6201577,45.05,82.91,
6209844,45.85,90.93,
6218112,47.72,109.66,
6226380,38.9,85.59,
6234649,35.69,93.61,
6242916,47.72,106.98,
6251185,42.91,48.14,
6259455,37.83,64.19,
6267723,45.85,72.21,
6275992,39.43,72.21,
6284262,35.95,85.58,
6292532,46.38,82.91,
6300801,43.71,53.49,
6309070,31.14,74.89,
6317338,51.47,34.77,
6325608,41.84,69.54,
6333877,35.42,61.52,
6342146,34.62,66.86,
6350414,33.81,61.52,
6358684,24.72,53.49,
6366952,37.29,40.12,
6375220,32.74,34.77,
6383488,14.29,48.14,
6391755,16.43,37.44,
6400023,22.85,18.72,
6408291,12.95,37.45,
6416562,28.73,32.09,
6424831,13.75,18.72,
6433098,15.09,32.09,
6441368,19.1,29.42,
6449636,16.43,18.72,
6457905,10.01,-16.05,
6466174,-4.97,-37.44,
6474442,-7.64,-50.82,
6482712,2.25,-26.75,
6490981,2.25,-80.24,
6499251,-9.78,-37.44,
6507520,-2.29,-48.14,
6515789,-8.98,-82.91,
6524058,-13.53,-37.44,
6532326,-9.51,-34.77,
6540596,-18.87,-61.51,
6548865,-31.98,-48.14,
6557135,-4.7,-69.54,
6565403,-11.65,-115,
6573672,-27.7,-77.56,
6581940,-19.14,-74.89,
6590208,-31.44,-69.54,
6598475,-30.91,-112.33,
6606744,-28.77,-98.96,
6615013,-30.37,-82.91,
6623282,-34.65,-85.58,
6631551,-32.25,-104.31,
6639819,-34.92,-93.61,
6648086,-36.53,-109.66,
6656356,-32.25,-93.61,
6664624,-32.51,-82.91,
6672893,-45.08,-80.24,
6681161,-30.64,-96.29,
6689430,-35.46,-72.21,
6697698,-41.07,-88.26,
6705966,-33.32,-85.58,
6714236,-48.83,-93.61,
6722504,-29.57,-115,
6730772,-33.85,-77.56,
6739039,-43.21,-82.91,
6747309,-33.05,-120.35,
6755579,-45.08,-112.33,
6763847,-32.25,-101.63,
6772117,-30.64,-77.56,
6780383,-33.85,-104.31,
6788654,-35.72,-80.24,
6796920,-26.1,-85.58,
6805189,-27.43,-77.56,
6813458,-34.12,-53.49,
6821728,-21.82,-61.52,
6829995,-30.37,-74.89,
6838264,-29.04,-88.26,
6846533,-23.42,-48.14,
6854804,-16.2,-85.59,
6863073,-40.27,-13.37,
6871342,-15.4,-80.24,
6879612,-21.01,-32.1,
6887881,-27.17,-40.12,
6896148,-6.84,-56.17,
6904416,-10.05,-61.51,
6912686,-25.83,-45.47,
6920954,-10.32,-24.07,
6929223,-7.91,-18.72,
6937490,-7.37,-8.02,
6945758,7.07,18.72,
6954026,-3.36,0,
6962294,15.36,21.4,
6970564,7.07,21.39,
6978832,14.02,24.07,
6987100,11.62,26.74,
6995368,1.18,40.11,
7003636,11.88,48.14,
7011903,25.26,24.07,
7020173,19.1,40.11,
7028441,14.29,53.49,
7036710,24.45,74.89,
7044979,24.19,72.21,
7053245,27.66,50.82,
7061514,28.73,66.86,
7069782,31.14,53.49,
7078052,24.72,61.51,
7086321,39.16,72.21,
7094591,34.62,82.91,
7102859,32.74,72.21,
7111127,27.4,93.61,
7119397,34.35,98.96,
7127667,26.86,72.21,
7135935,41.57,93.61,
7144204,37.29,85.59,
7152470,20.44,74.89,
7160739,49.06,88.26,
7169007,43.71,74.89,
7177276,41.03,56.17,
7185544,43.71,98.96,
7193815,31.94,85.58,
7202082,41.3,74.89,
7210352,43.98,77.56,
7218621,45.58,72.21,
7226891,39.16,80.23,
7235161,34.35,109.65,
7243429,39.43,101.63,
7251700,48.26,66.86,
7259967,43.44,85.59,
7268236,31.67,82.91,
7276504,38.36,85.58,
7284773,33.81,72.21,
7293041,35.15,88.26,
7301310,38.09,53.49,
7309580,38.36,40.12,
7317847,34.08,66.86,
7326114,42.91,42.79,
7334384,40.77,66.86,
7342653,26.86,74.89,
7350923,27.4,72.21,
7359192,27.93,42.79,
7367462,18.57,18.72,
7375732,26.59,58.84,
7384000,31.67,42.79,
7392267,6.53,45.47,
7400536,25.26,29.42,
7408806,19.1,34.77,
7417075,17.5,21.39,
7425343,16.43,29.42,
7433613,9.48,13.37,
7441881,15.36,13.37,
7450150,4.39,-18.72,
7458417,-0.42,-40.12,
7466687,3.86,-37.44,
7474955,-16.47,-24.07,
7483224,-11.65,-32.09,
7491494,0.65,-50.82,
7499762,-6.57,-56.17,
7508031,-8.44,-56.17,
7516300,-21.82,-42.8,
7524571,-14.59,-48.14,
7532838,-12.46,-88.26,
7541107,-17.27,-42.79,
7549376,-22.62,-53.49,
7557644,-30.91,-77.56,
7565912,-17,-50.82,
7574180,-13.26,-69.54,
7582449,-22.62,-66.87,
7590720,-32.78,-48.14,
7598988,-29.57,-72.21,
7607257,-35.72,-80.24,
7615527,-28.77,-93.61,
7623795,-24.49,-98.96,
7632063,-49.36,-117.68,
7640331,-31.71,-74.89,
7648601,-32.51,-98.96,
7656868,-45.35,-93.61,
7665137,-32.51,-123.03,
7673406,-44.82,-85.59,
7681677,-32.25,-88.26,
7689945,-32.25,-144.43,
7698215,-40.54,-88.26,
7706483,-37.33,-85.59,
